id,stage,wave,monster1_id,monster1_level,monster1_visual,monster1_count,monster2_id,monster2_level,monster2_visual,monster2_count,monster3_id,monster3_level,monster3_visual,monster3_count,monster4_id,monster4_level,monster4_visual,monster4_count,is_boss,reward,exp
403,101,1,204000,101,,1,,,,,,,,,,,,,0,0,0
404,101,2,204000,101,,2,,,,,,,,,,,,,0,0,0
405,101,3,204000,101,,3,,,,,,,,,,,,,0,101,57
406,102,1,204000,102,,1,,,,,,,,,,,,,0,0,0
407,102,2,204000,102,,1,,,,,,,,,,,,,0,0,0
408,102,3,204000,102,,3,,,,,,,,,,,,,0,0,0
409,102,4,204000,102,,3,,,,,,,,,,,,,0,0,0
410,102,5,204000,102,,4,,,,,,,,,,,,,0,102,64
411,103,1,204000,103,,1,,,,,,,,,,,,,0,0,0
412,103,2,204000,103,,1,,,,,,,,,,,,,0,0,0
413,103,3,204000,103,,3,,,,,,,,,,,,,0,103,71
414,104,1,204000,104,,1,,,,,,,,,,,,,0,0,0
415,104,2,204000,104,,1,,,,,,,,,,,,,0,0,0
416,104,3,204000,104,,3,,,,,,,,,,,,,0,0,0
417,104,4,204000,104,,4,,,,,,,,,,,,,0,0,0
418,104,5,204000,104,,1,,,,,,,,,,,,,0,104,78
419,105,1,204001,105,,1,,,,,,,,,,,,,0,0,0
420,105,2,204000,105,,1,204001,105,,1,,,,,,,,,0,0,0
421,105,3,204001,105,,1,,,,,,,,,,,,,0,0,0
422,105,4,204000,105,,3,204001,105,,1,,,,,,,,,0,0,0
423,105,5,204000,105,,2,204001,105,,3,,,,,,,,,0,105,85
424,106,1,204001,106,,1,,,,,,,,,,,,,0,0,0
425,106,2,204000,106,,2,,,,,,,,,,,,,0,0,0
426,106,3,204000,106,,2,204001,106,,1,,,,,,,,,0,0,0
427,106,4,204000,106,,3,204001,106,,1,,,,,,,,,0,106,92
428,107,1,204000,107,,1,,,,,,,,,,,,,0,0,0
429,107,2,204001,107,,1,,,,,,,,,,,,,0,0,0
430,107,3,204001,107,,2,,,,,,,,,,,,,0,107,99
431,108,1,204001,108,,1,,,,,,,,,,,,,0,0,0
432,108,2,204000,108,,1,204001,108,,1,,,,,,,,,0,0,0
433,108,3,204000,108,,1,204001,108,,2,,,,,,,,,0,0,0
434,108,4,204000,108,,2,204001,108,,1,,,,,,,,,0,0,0
435,108,5,204000,108,,3,204001,108,,1,,,,,,,,,0,108,106
436,109,1,204001,109,,1,,,,,,,,,,,,,0,0,0
437,109,2,204000,109,,1,204001,109,,1,,,,,,,,,0,0,0
438,109,3,203002,109,,1,204000,109,,1,,,,,,,,,0,0,0
439,109,4,203002,109,,2,204001,109,,2,,,,,,,,,0,0,0
440,109,5,203002,109,,1,204000,109,,1,204001,109,,3,,,,,0,109,113
441,110,1,204000,110,,1,,,,,,,,,,,,,0,0,0
442,110,2,204000,110,,1,,,,,,,,,,,,,0,0,0
443,110,3,203002,110,,1,204000,110,,1,,,,,,,,,0,0,0
444,110,4,202007,111,,1,203002,111,,1,204000,111,,2,,,,,1,110,120
445,111,1,204000,111,,1,,,,,,,,,,,,,0,0,0
446,111,2,203002,111,,1,,,,,,,,,,,,,0,0,0
447,111,3,203002,111,,1,204001,111,,2,,,,,,,,,0,0,0
448,111,4,203002,111,,2,204000,111,,1,204001,111,,1,,,,,0,111,127
449,112,1,203002,112,,1,,,,,,,,,,,,,0,0,0
450,112,2,203002,112,,1,204000,112,,1,,,,,,,,,0,0,0
451,112,3,203002,112,,2,204001,112,,1,,,,,,,,,0,112,134
452,113,1,204002,113,,1,,,,,,,,,,,,,0,0,0
453,113,2,203002,113,,1,204000,113,,1,,,,,,,,,0,0,0
454,113,3,203002,113,,2,204000,113,,1,,,,,,,,,0,113,141
455,114,1,203002,114,,1,,,,,,,,,,,,,0,0,0
456,114,2,203002,114,,1,,,,,,,,,,,,,0,0,0
457,114,3,204001,114,,2,,,,,,,,,,,,,0,114,148
458,115,1,204000,115,,1,,,,,,,,,,,,,0,0,0
459,115,2,203002,115,,2,,,,,,,,,,,,,0,0,0
460,115,3,204001,115,,1,204002,115,,1,,,,,,,,,0,0,0
461,115,4,203002,115,,1,,,,,,,,,,,,,0,115,155
462,116,1,203002,116,,1,,,,,,,,,,,,,0,0,0
463,116,2,204001,116,,1,,,,,,,,,,,,,0,0,0
464,116,3,204001,116,,1,,,,,,,,,,,,,0,116,162
465,117,1,204002,117,,1,,,,,,,,,,,,,0,0,0
466,117,2,204000,117,,2,,,,,,,,,,,,,0,0,0
467,117,3,203002,117,,1,204000,117,,1,,,,,,,,,0,0,0
468,117,4,203002,117,,2,204000,117,,1,204001,117,,1,,,,,0,117,169
469,118,1,202003,118,,1,,,,,,,,,,,,,0,0,0
470,118,2,204000,118,,1,,,,,,,,,,,,,0,0,0
471,118,3,204002,118,,2,,,,,,,,,,,,,0,118,176
472,119,1,204000,119,,1,,,,,,,,,,,,,0,0,0
473,119,2,204002,119,,1,,,,,,,,,,,,,0,0,0
474,119,3,202003,119,,2,204002,119,,1,,,,,,,,,0,0,0
475,119,4,202003,119,,1,204001,119,,2,,,,,,,,,0,119,183
476,120,1,203002,120,,1,,,,,,,,,,,,,0,0,0
477,120,2,204001,120,,1,204002,120,,1,,,,,,,,,0,0,0
478,120,3,202003,121,,1,203002,121,,2,203007,121,,1,,,,,1,120,190
479,121,1,204001,121,,1,,,,,,,,,,,,,0,0,0
480,121,2,204000,121,,1,,,,,,,,,,,,,0,0,0
481,121,3,202003,121,,2,204002,121,,1,,,,,,,,,0,121,197
482,122,1,204003,122,,1,,,,,,,,,,,,,0,0,0
483,122,2,204000,122,,1,204002,122,,1,,,,,,,,,0,0,0
484,122,3,202003,122,,1,204000,122,,1,,,,,,,,,0,122,204
485,123,1,204000,123,,1,,,,,,,,,,,,,0,0,0
486,123,2,202003,123,,1,204003,123,,1,,,,,,,,,0,0,0
487,123,3,202003,123,,1,204003,123,,1,,,,,,,,,0,123,211
488,124,1,204000,124,,1,,,,,,,,,,,,,0,0,0
489,124,2,203002,124,,1,,,,,,,,,,,,,0,0,0
490,124,3,204001,124,,2,,,,,,,,,,,,,0,0,0
491,124,4,204000,124,,3,204001,124,,1,,,,,,,,,0,0,0
492,124,5,203002,124,,1,204002,124,,1,204003,124,,2,,,,,0,124,218
493,125,1,204003,125,,1,,,,,,,,,,,,,0,0,0
494,125,2,202003,125,,1,204002,125,,1,,,,,,,,,0,0,0
495,125,3,202003,125,,1,,,,,,,,,,,,,0,125,225
496,126,1,203002,126,,1,,,,,,,,,,,,,0,0,0
497,126,2,202003,126,,1,204002,126,,1,,,,,,,,,0,0,0
498,126,3,202003,126,,1,204003,126,,1,,,,,,,,,0,0,0
499,126,4,201003,126,,1,204001,126,,2,,,,,,,,,0,126,232
500,127,1,202003,127,,1,,,,,,,,,,,,,0,0,0
501,127,2,204002,127,,2,,,,,,,,,,,,,0,0,0
502,127,3,202003,127,,1,203002,127,,2,,,,,,,,,0,0,0
503,127,4,202003,127,,1,204002,127,,2,,,,,,,,,0,0,0
504,127,5,201003,127,,1,203002,127,,1,,,,,,,,,0,127,239
505,128,1,204001,128,,1,,,,,,,,,,,,,0,0,0
506,128,2,204001,128,,1,204002,128,,1,,,,,,,,,0,0,0
507,128,3,201003,128,,1,204002,128,,1,,,,,,,,,0,128,246
508,129,1,201003,129,,1,,,,,,,,,,,,,0,0,0
509,129,2,203002,129,,2,,,,,,,,,,,,,0,0,0
510,129,3,204001,129,,1,,,,,,,,,,,,,0,0,0
511,129,4,201003,129,,2,,,,,,,,,,,,,0,0,0
512,129,5,202003,129,,1,204001,129,,1,,,,,,,,,0,129,253
513,130,1,202003,130,,1,,,,,,,,,,,,,0,0,0
514,130,2,201003,130,,1,203003,130,,1,,,,,,,,,0,0,0
515,130,3,201003,131,,1,202003,131,,1,203007,131,,1,204003,131,,1,1,130,260
516,131,1,202003,131,,1,,,,,,,,,,,,,0,0,0
517,131,2,201003,131,,1,,,,,,,,,,,,,0,0,0
518,131,3,202003,131,,1,,,,,,,,,,,,,0,0,0
519,131,4,201003,131,,1,,,,,,,,,,,,,0,131,267
520,132,1,203002,132,,1,,,,,,,,,,,,,0,0,0
521,132,2,202003,132,,1,,,,,,,,,,,,,0,0,0
522,132,3,203002,132,,1,203003,132,,1,204003,132,,1,,,,,0,0,0
523,132,4,203003,132,,1,204002,132,,1,,,,,,,,,0,132,274
524,133,1,203002,133,,1,,,,,,,,,,,,,0,0,0
525,133,2,204002,133,,1,204003,133,,1,,,,,,,,,0,0,0
526,133,3,204002,133,,1,204003,133,,2,,,,,,,,,0,133,281
527,134,1,203002,134,,1,,,,,,,,,,,,,0,0,0
528,134,2,203003,134,,1,,,,,,,,,,,,,0,0,0
529,134,3,202003,134,,1,,,,,,,,,,,,,0,134,288
530,135,1,204004,135,,1,,,,,,,,,,,,,0,0,0
531,135,2,201003,135,,1,,,,,,,,,,,,,0,0,0
532,135,3,202003,135,,1,204004,135,,1,,,,,,,,,0,0,0
533,135,4,204004,135,,1,,,,,,,,,,,,,0,135,295
534,136,1,203003,136,,1,,,,,,,,,,,,,0,0,0
535,136,2,203003,136,,1,,,,,,,,,,,,,0,0,0
536,136,3,204002,136,,1,,,,,,,,,,,,,0,136,302
537,137,1,202003,137,,1,,,,,,,,,,,,,0,0,0
538,137,2,203003,137,,1,,,,,,,,,,,,,0,0,0
539,137,3,204003,137,,1,,,,,,,,,,,,,0,0,0
540,137,4,203003,137,,1,,,,,,,,,,,,,0,137,309
541,138,1,201003,138,,1,,,,,,,,,,,,,0,0,0
542,138,2,204002,138,,1,,,,,,,,,,,,,0,0,0
543,138,3,204002,138,,1,,,,,,,,,,,,,0,0,0
544,138,4,202003,138,,2,204002,138,,1,204004,138,,1,,,,,0,0,0
545,138,5,202003,138,,1,,,,,,,,,,,,,0,138,316
546,139,1,201003,139,,1,,,,,,,,,,,,,0,0,0
547,139,2,204004,139,,1,,,,,,,,,,,,,0,0,0
548,139,3,204003,139,,1,,,,,,,,,,,,,0,0,0
549,139,4,203003,139,,1,204003,139,,1,204004,139,,1,,,,,0,139,323
550,140,1,202003,140,,1,,,,,,,,,,,,,0,0,0
551,140,2,202003,140,,1,203003,140,,1,,,,,,,,,0,0,0
552,140,3,202004,140,,1,204003,140,,1,,,,,,,,,0,0,0
553,140,4,202004,140,,1,,,,,,,,,,,,,0,0,0
554,140,5,202003,141,,1,202004,141,,1,203003,141,,1,203007,141,,1,1,140,330
555,141,1,202003,141,,1,,,,,,,,,,,,,0,0,0
556,141,2,204003,141,,2,,,,,,,,,,,,,0,0,0
557,141,3,201003,141,,1,202003,141,,1,204003,141,,1,,,,,0,141,337
558,142,1,204004,142,,1,,,,,,,,,,,,,0,0,0
559,142,2,201003,142,,1,202003,142,,1,,,,,,,,,0,0,0
560,142,3,202004,142,,1,203003,142,,1,204004,142,,1,,,,,0,0,0
561,142,4,202003,142,,1,,,,,,,,,,,,,0,0,0
562,142,5,204004,142,,1,,,,,,,,,,,,,0,142,344
563,143,1,204004,143,,1,,,,,,,,,,,,,0,0,0
564,143,2,204003,143,,1,,,,,,,,,,,,,0,0,0
565,143,3,202005,143,,1,203003,143,,1,204003,143,,1,,,,,0,0,0
566,143,4,202004,143,,2,202005,143,,2,,,,,,,,,0,143,351
567,144,1,204003,144,,1,,,,,,,,,,,,,0,0,0
568,144,2,202005,144,,1,,,,,,,,,,,,,0,0,0
569,144,3,202004,144,,2,,,,,,,,,,,,,0,0,0
570,144,4,201003,144,,1,202005,144,,1,204003,144,,1,,,,,0,144,358
571,145,1,204004,145,,1,,,,,,,,,,,,,0,0,0
572,145,2,202005,145,,1,,,,,,,,,,,,,0,0,0
573,145,3,201003,145,,2,204003,145,,1,,,,,,,,,0,0,0
574,145,4,201003,145,,1,202005,145,,1,203003,145,,1,204003,145,,1,0,145,365
575,146,1,204003,146,,1,,,,,,,,,,,,,0,0,0
576,146,2,202005,146,,1,,,,,,,,,,,,,0,0,0
577,146,3,203003,146,,1,204003,146,,2,,,,,,,,,0,146,372
578,147,1,202005,147,,1,,,,,,,,,,,,,0,0,0
579,147,2,203005,147,,1,204004,147,,1,,,,,,,,,0,0,0
580,147,3,202004,147,,1,203003,147,,1,203005,147,,1,,,,,0,0,0
581,147,4,201003,147,,1,202004,147,,1,203005,147,,1,,,,,0,147,379
582,148,1,203005,148,,1,,,,,,,,,,,,,0,0,0
583,148,2,201003,148,,1,204004,148,,1,,,,,,,,,0,0,0
584,148,3,203005,148,,1,204004,148,,1,,,,,,,,,0,148,386
585,149,1,204004,149,,1,,,,,,,,,,,,,0,0,0
586,149,2,202004,149,,1,202005,149,,1,,,,,,,,,0,0,0
587,149,3,201003,149,,1,203003,149,,1,,,,,,,,,0,149,393
588,150,1,202005,150,,1,,,,,,,,,,,,,0,0,0
589,150,2,203003,150,,1,,,,,,,,,,,,,0,0,0
590,150,3,201003,150,,1,202005,150,,1,203005,150,,1,,,,,0,0,0
591,150,4,203003,151,,1,203007,151,,1,204004,151,,2,,,,,1,150,400
