Key,English,Korean,Portuguese
ITEM_DESCRIPTION_10242000,Warrior's armor made in preparation for the War in Valhalla. This classic armor is designed with maximum emphasis on defense[comma] so no weapon can penetrate it. The weight of the armor makes it less active[comma] but the final winner in the war is the last survivor.,발할라 전쟁을 대비하여 만들어진 전사용 갑옷. 이 고전적인 갑옷은 방어를 최대한 강조하여 설계 되었기 때문에 어떤 무기도 뚫을 수 없다. 갑옷의 무게 때문에 활동성이 다소 떨어지지만[comma] 전쟁의 최종 승자는 마지막까지 살아남는 자이다.,Armadura do guerreiro feita em preparação para a guerra em Valhalla. Essa armadura clássica foi projetada com ênfase máxima em defesa [comma] para que nenhuma arma possa penetrá-la. O peso da armadura a torna menos ativa [comma] mas o vencedor final da guerra é o último sobrevivente.
ITEM_DESCRIPTION_10243000,Warrior's armor made in preparation for the War in Valhalla. This classic armor is designed with maximum emphasis on defense[comma] so no weapon can penetrate it. The weight of the armor makes it less active[comma] but the final winner in the war is the last survivor.,발할라 전쟁을 대비하여 만들어진 전사용 갑옷. 이 고전적인 갑옷은 방어를 최대한 강조하여 설계 되었기 때문에 어떤 무기도 뚫을 수 없다. 갑옷의 무게 때문에 활동성이 다소 떨어지지만[comma] 전쟁의 최종 승자는 마지막까지 살아남는 자이다.,Armadura do guerreiro feita em preparação para a guerra em Valhalla. Essa armadura clássica foi projetada com ênfase máxima em defesa [comma] para que nenhuma arma possa penetrá-la. O peso da armadura a torna menos ativa [comma] mas o vencedor final da guerra é o último sobrevivente.
ITEM_DESCRIPTION_10244000,Warrior's armor made in preparation for the War in Valhalla. This classic armor is designed with maximum emphasis on defense[comma] so no weapon can penetrate it. The weight of the armor makes it less active[comma] but the final winner in the war is the last survivor.,발할라 전쟁을 대비하여 만들어진 전사용 갑옷. 이 고전적인 갑옷은 방어를 최대한 강조하여 설계 되었기 때문에 어떤 무기도 뚫을 수 없다. 갑옷의 무게 때문에 활동성이 다소 떨어지지만[comma] 전쟁의 최종 승자는 마지막까지 살아남는 자이다.,Armadura do guerreiro feita em preparação para a guerra em Valhalla. Essa armadura clássica foi projetada com ênfase máxima em defesa [comma] para que nenhuma arma possa penetrá-la. O peso da armadura a torna menos ativa [comma] mas o vencedor final da guerra é o último sobrevivente.
ITEM_DESCRIPTION_10240001,This armor is made from the remains of ghost knights living in Asgard. Collecting their remains is very difficult[comma] so this is a very rare item. The magical energy possessed by the ghost knights is still intact on the armor. The antique cloth[comma] covered up to the knees[comma] is said to be designed to comfort the spirits of ghost knights. ,아스가르드에 살고 있는 유령 기사들의 잔해를 모아 만든 갑옷. 이들의 유골을 모으는 것은 매우 어렵기 때문에[comma] 아주 희귀하다. 유령 기사들이 갖고 있던 마력이 갑옷에 고스란히 남아 있다. 무릎까지 덮인 고풍스러운 천은 유령 기사들의 영혼을 위로하기 위해 디자인된 것이라고 전해진다.,Essa armadura é feita dos restos de cavaleiros fantasmas que vivem em Asgard. Coletar seus restos mortais é muito difícil [comma] portanto esse é um item muito raro. A energia mágica possuída pelos cavaleiros fantasmas ainda está intacta na armadura. Diz-se que o tecido antigo [comma] coberto até os joelhos [comma] foi projetado para confortar os espíritos dos cavaleiros fantasmas.
ITEM_DESCRIPTION_10241001,This armor is made from the remains of ghost knights living in Asgard. Collecting their remains is very difficult[comma] so this is a very rare item. The magical energy possessed by the ghost knights is still intact on the armor. The antique cloth[comma] covered up to the knees[comma] is said to be designed to comfort the spirits of ghost knights. ,아스가르드에 살고 있는 유령 기사들의 잔해를 모아 만든 갑옷. 이들의 유골을 모으는 것은 매우 어렵기 때문에[comma] 아주 희귀하다. 유령 기사들이 갖고 있던 마력이 갑옷에 고스란히 남아 있다. 무릎까지 덮인 고풍스러운 천은 유령 기사들의 영혼을 위로하기 위해 디자인된 것이라고 전해진다.,Essa armadura é feita dos restos de cavaleiros fantasmas que vivem em Asgard. Coletar seus restos mortais é muito difícil [comma] portanto esse é um item muito raro. A energia mágica possuída pelos cavaleiros fantasmas ainda está intacta na armadura. Diz-se que o tecido antigo [comma] coberto até os joelhos [comma] foi projetado para confortar os espíritos dos cavaleiros fantasmas.
ITEM_DESCRIPTION_10242001,This armor is made from the remains of ghost knights living in Asgard. Collecting their remains is very difficult[comma] so this is a very rare item. The magical energy possessed by the ghost knights is still intact on the armor. The antique cloth[comma] covered up to the knees[comma] is said to be designed to comfort the spirits of ghost knights. ,아스가르드에 살고 있는 유령 기사들의 잔해를 모아 만든 갑옷. 이들의 유골을 모으는 것은 매우 어렵기 때문에[comma] 아주 희귀하다. 유령 기사들이 갖고 있던 마력이 갑옷에 고스란히 남아 있다. 무릎까지 덮인 고풍스러운 천은 유령 기사들의 영혼을 위로하기 위해 디자인된 것이라고 전해진다.,Essa armadura é feita dos restos de cavaleiros fantasmas que vivem em Asgard. Coletar seus restos mortais é muito difícil [comma] portanto esse é um item muito raro. A energia mágica possuída pelos cavaleiros fantasmas ainda está intacta na armadura. Diz-se que o tecido antigo [comma] coberto até os joelhos [comma] foi projetado para confortar os espíritos dos cavaleiros fantasmas.
ITEM_DESCRIPTION_10243001,This armor is made from the remains of ghost knights living in Asgard. Collecting their remains is very difficult[comma] so this is a very rare item. The magical energy possessed by the ghost knights is still intact on the armor. The antique cloth[comma] covered up to the knees[comma] is said to be designed to comfort the spirits of ghost knights. ,아스가르드에 살고 있는 유령 기사들의 잔해를 모아 만든 갑옷. 이들의 유골을 모으는 것은 매우 어렵기 때문에[comma] 아주 희귀하다. 유령 기사들이 갖고 있던 마력이 갑옷에 고스란히 남아 있다. 무릎까지 덮인 고풍스러운 천은 유령 기사들의 영혼을 위로하기 위해 디자인된 것이라고 전해진다.,Essa armadura é feita dos restos de cavaleiros fantasmas que vivem em Asgard. Coletar seus restos mortais é muito difícil [comma] portanto esse é um item muito raro. A energia mágica possuída pelos cavaleiros fantasmas ainda está intacta na armadura. Diz-se que o tecido antigo [comma] coberto até os joelhos [comma] foi projetado para confortar os espíritos dos cavaleiros fantasmas.
ITEM_DESCRIPTION_10244001,This armor is made from the remains of ghost knights living in Asgard. Collecting their remains is very difficult[comma] so this is a very rare item. The magical energy possessed by the ghost knights is still intact on the armor. The antique cloth[comma] covered up to the knees[comma] is said to be designed to comfort the spirits of ghost knights. ,아스가르드에 살고 있는 유령 기사들의 잔해를 모아 만든 갑옷. 이들의 유골을 모으는 것은 매우 어렵기 때문에[comma] 아주 희귀하다. 유령 기사들이 갖고 있던 마력이 갑옷에 고스란히 남아 있다. 무릎까지 덮인 고풍스러운 천은 유령 기사들의 영혼을 위로하기 위해 디자인된 것이라고 전해진다.,Essa armadura é feita dos restos de cavaleiros fantasmas que vivem em Asgard. Coletar seus restos mortais é muito difícil [comma] portanto esse é um item muito raro. A energia mágica possuída pelos cavaleiros fantasmas ainda está intacta na armadura. Diz-se que o tecido antigo [comma] coberto até os joelhos [comma] foi projetado para confortar os espíritos dos cavaleiros fantasmas.
ITEM_DESCRIPTION_10250000,A secret armor handed down from Deberg's ancestors for generations. It is said that only this armor can be completed if it is tempered hundreds of times deep in hell. This armor has the power to dig into your anger and lift your might to the limit. ,드베르그의 조상으로부터 대대로 비밀스럽게 전해 내려오는 방법으로 제련된 갑옷. 이 갑옷은 지옥에서 수백 번 담금질을 해야만 완성할 수 있다고 한다. 이 갑옷은 입은 자의 분노를 파고들어 분노의 힘을 극한까지 끌어올리는 힘이 있다. 하지만 조심하라. 분노가 결국 당신을 모두 잠식할 수 있다.,Uma armadura secreta transmitida dos ancestrais de Deberg por gerações. Dizem que somente essa armadura pode ser completada se for temperada centenas de vezes no fundo do inferno. Essa armadura tem o poder de escavar sua raiva e elevar sua força ao limite.
ITEM_DESCRIPTION_10251000,A secret armor handed down from Deberg's ancestors for generations. It is said that only this armor can be completed if it is tempered hundreds of times deep in hell. This armor has the power to dig into your anger and lift your might to the limit. ,드베르그의 조상으로부터 대대로 비밀스럽게 전해 내려오는 방법으로 제련된 갑옷. 이 갑옷은 지옥에서 수백 번 담금질을 해야만 완성할 수 있다고 한다. 이 갑옷은 입은 자의 분노를 파고들어 분노의 힘을 극한까지 끌어올리는 힘이 있다. 하지만 조심하라. 분노가 결국 당신을 모두 잠식할 수 있다.,Uma armadura secreta transmitida dos ancestrais de Deberg por gerações. Dizem que somente essa armadura pode ser completada se for temperada centenas de vezes no fundo do inferno. Essa armadura tem o poder de escavar sua raiva e elevar sua força ao limite.
ITEM_DESCRIPTION_10252000,A secret armor handed down from Deberg's ancestors for generations. It is said that only this armor can be completed if it is tempered hundreds of times deep in hell. This armor has the power to dig into your anger and lift your might to the limit. ,드베르그의 조상으로부터 대대로 비밀스럽게 전해 내려오는 방법으로 제련된 갑옷. 이 갑옷은 지옥에서 수백 번 담금질을 해야만 완성할 수 있다고 한다. 이 갑옷은 입은 자의 분노를 파고들어 분노의 힘을 극한까지 끌어올리는 힘이 있다. 하지만 조심하라. 분노가 결국 당신을 모두 잠식할 수 있다.,Uma armadura secreta transmitida dos ancestrais de Deberg por gerações. Dizem que somente essa armadura pode ser completada se for temperada centenas de vezes no fundo do inferno. Essa armadura tem o poder de escavar sua raiva e elevar sua força ao limite.
ITEM_DESCRIPTION_10253000,A secret armor handed down from Deberg's ancestors for generations. It is said that only this armor can be completed if it is tempered hundreds of times deep in hell. This armor has the power to dig into your anger and lift your might to the limit. ,드베르그의 조상으로부터 대대로 비밀스럽게 전해 내려오는 방법으로 제련된 갑옷. 이 갑옷은 지옥에서 수백 번 담금질을 해야만 완성할 수 있다고 한다. 이 갑옷은 입은 자의 분노를 파고들어 분노의 힘을 극한까지 끌어올리는 힘이 있다. 하지만 조심하라. 분노가 결국 당신을 모두 잠식할 수 있다.,Uma armadura secreta transmitida dos ancestrais de Deberg por gerações. Dizem que somente essa armadura pode ser completada se for temperada centenas de vezes no fundo do inferno. Essa armadura tem o poder de escavar sua raiva e elevar sua força ao limite.
ITEM_DESCRIPTION_10254000,A secret armor handed down from Deberg's ancestors for generations. It is said that only this armor can be completed if it is tempered hundreds of times deep in hell. This armor has the power to dig into your anger and lift your might to the limit. ,드베르그의 조상으로부터 대대로 비밀스럽게 전해 내려오는 방법으로 제련된 갑옷. 이 갑옷은 지옥에서 수백 번 담금질을 해야만 완성할 수 있다고 한다. 이 갑옷은 입은 자의 분노를 파고들어 분노의 힘을 극한까지 끌어올리는 힘이 있다. 하지만 조심하라. 분노가 결국 당신을 모두 잠식할 수 있다.,Uma armadura secreta transmitida dos ancestrais de Deberg por gerações. Dizem que somente essa armadura pode ser completada se for temperada centenas de vezes no fundo do inferno. Essa armadura tem o poder de escavar sua raiva e elevar sua força ao limite.
ITEM_DESCRIPTION_10250001,An ancient armor known to be worn only by the last warrior. It is said that Odin himself had collected the materials to prepare for the final battle. This armor is made of the horns and mane of Fenrir which grows infinitely[comma] so it is the only armor that can defend against a God's attack. The pendant[comma] which embodies Jormungandr's eyes[comma] contains a special ability to defend against divine attacks. However[comma] if you are not a fighter strong enough to tame this armor[comma] you should be careful because you may be seriously injured by the powerful energy you wear.,최후의 전사만이 입을 수 있도록 제작된 고대 갑옷. 신들의 왕 오딘이 최후의 전투를 대비하기 위해 재료를 모았다고 전해진다. 무한히 자라는 펜리르의 뿔과 갈기로 만들어져[comma] 신성 공격을 방어할 수 있다. 요르문간드의 눈을 형상화한 펜던트에는 신성 공격을 반사시키는 특별한 능력이 담겨 있다. 그러나 이 갑옷을 감당할 만큼 강한 전사가 아니라면[comma] 갑옷이 뿜어내는 강력한 마력에 중상을 입을 수도 있으므로 주의해야 한다.,Uma armadura antiga conhecida por ser usada apenas pelo último guerreiro. Dizem que o próprio Odin havia coletado os materiais para se preparar para a batalha final. Essa armadura é feita dos chifres e juba de Fenrir[comma] que cresce infinitamente[comma] por isso é a única armadura que pode se defender contra o ataque de Deus. O pingente[comma] que encarna os olhos de Jormungandr[comma] contém uma capacidade especial de defesa contra ataques divinos. No entanto[comma] se você não for um lutador forte o suficiente para domesticar essa armadura[comma] tenha cuidado[comma] pois poderá ser gravemente ferido pela energia poderosa que usa.
ITEM_DESCRIPTION_10251001,An ancient armor known to be worn only by the last warrior. It is said that Odin himself had collected the materials to prepare for the final battle. This armor is made of the horns and mane of Fenrir which grows infinitely[comma] so it is the only armor that can defend against a God's attack. The pendant[comma] which embodies Jormungandr's eyes[comma] contains a special ability to defend against divine attacks. However[comma] if you are not a fighter strong enough to tame this armor[comma] you should be careful because you may be seriously injured by the powerful energy you wear.,최후의 전사만이 입을 수 있도록 제작된 고대 갑옷. 신들의 왕 오딘이 최후의 전투를 대비하기 위해 재료를 모았다고 전해진다. 무한히 자라는 펜리르의 뿔과 갈기로 만들어져[comma] 신성 공격을 방어할 수 있다. 요르문간드의 눈을 형상화한 펜던트에는 신성 공격을 반사시키는 특별한 능력이 담겨 있다. 그러나 이 갑옷을 감당할 만큼 강한 전사가 아니라면[comma] 갑옷이 뿜어내는 강력한 마력에 중상을 입을 수도 있으므로 주의해야 한다.,Uma armadura antiga conhecida por ser usada apenas pelo último guerreiro. Dizem que o próprio Odin havia coletado os materiais para se preparar para a batalha final. Essa armadura é feita dos chifres e juba de Fenrir[comma] que cresce infinitamente[comma] por isso é a única armadura que pode se defender contra o ataque de Deus. O pingente[comma] que encarna os olhos de Jormungandr[comma] contém uma capacidade especial de defesa contra ataques divinos. No entanto[comma] se você não for um lutador forte o suficiente para domesticar essa armadura[comma] tenha cuidado[comma] pois poderá ser gravemente ferido pela energia poderosa que usa.
ITEM_DESCRIPTION_10252001,An ancient armor known to be worn only by the last warrior. It is said that Odin himself had collected the materials to prepare for the final battle. This armor is made of the horns and mane of Fenrir which grows infinitely[comma] so it is the only armor that can defend against a God's attack. The pendant[comma] which embodies Jormungandr's eyes[comma] contains a special ability to defend against divine attacks. However[comma] if you are not a fighter strong enough to tame this armor[comma] you should be careful because you may be seriously injured by the powerful energy you wear.,최후의 전사만이 입을 수 있도록 제작된 고대 갑옷. 신들의 왕 오딘이 최후의 전투를 대비하기 위해 재료를 모았다고 전해진다. 무한히 자라는 펜리르의 뿔과 갈기로 만들어져[comma] 신성 공격을 방어할 수 있다. 요르문간드의 눈을 형상화한 펜던트에는 신성 공격을 반사시키는 특별한 능력이 담겨 있다. 그러나 이 갑옷을 감당할 만큼 강한 전사가 아니라면[comma] 갑옷이 뿜어내는 강력한 마력에 중상을 입을 수도 있으므로 주의해야 한다.,Uma armadura antiga conhecida por ser usada apenas pelo último guerreiro. Dizem que o próprio Odin havia coletado os materiais para se preparar para a batalha final. Essa armadura é feita dos chifres e juba de Fenrir[comma] que cresce infinitamente[comma] por isso é a única armadura que pode se defender contra o ataque de Deus. O pingente[comma] que encarna os olhos de Jormungandr[comma] contém uma capacidade especial de defesa contra ataques divinos. No entanto[comma] se você não for um lutador forte o suficiente para domesticar essa armadura[comma] tenha cuidado[comma] pois poderá ser gravemente ferido pela energia poderosa que usa.
ITEM_DESCRIPTION_10253001,An ancient armor known to be worn only by the last warrior. It is said that Odin himself had collected the materials to prepare for the final battle. This armor is made of the horns and mane of Fenrir which grows infinitely[comma] so it is the only armor that can defend against a God's attack. The pendant[comma] which embodies Jormungandr's eyes[comma] contains a special ability to defend against divine attacks. However[comma] if you are not a fighter strong enough to tame this armor[comma] you should be careful because you may be seriously injured by the powerful energy you wear.,최후의 전사만이 입을 수 있도록 제작된 고대 갑옷. 신들의 왕 오딘이 최후의 전투를 대비하기 위해 재료를 모았다고 전해진다. 무한히 자라는 펜리르의 뿔과 갈기로 만들어져[comma] 신성 공격을 방어할 수 있다. 요르문간드의 눈을 형상화한 펜던트에는 신성 공격을 반사시키는 특별한 능력이 담겨 있다. 그러나 이 갑옷을 감당할 만큼 강한 전사가 아니라면[comma] 갑옷이 뿜어내는 강력한 마력에 중상을 입을 수도 있으므로 주의해야 한다.,Uma armadura antiga conhecida por ser usada apenas pelo último guerreiro. Dizem que o próprio Odin havia coletado os materiais para se preparar para a batalha final. Essa armadura é feita dos chifres e juba de Fenrir[comma] que cresce infinitamente[comma] por isso é a única armadura que pode se defender contra o ataque de Deus. O pingente[comma] que encarna os olhos de Jormungandr[comma] contém uma capacidade especial de defesa contra ataques divinos. No entanto[comma] se você não for um lutador forte o suficiente para domesticar essa armadura[comma] tenha cuidado[comma] pois poderá ser gravemente ferido pela energia poderosa que usa.
ITEM_DESCRIPTION_10254001,An ancient armor known to be worn only by the last warrior. It is said that Odin himself had collected the materials to prepare for the final battle. This armor is made of the horns and mane of Fenrir which grows infinitely[comma] so it is the only armor that can defend against a God's attack. The pendant[comma] which embodies Jormungandr's eyes[comma] contains a special ability to defend against divine attacks. However[comma] if you are not a fighter strong enough to tame this armor[comma] you should be careful because you may be seriously injured by the powerful energy you wear.,최후의 전사만이 입을 수 있도록 제작된 고대 갑옷. 신들의 왕 오딘이 최후의 전투를 대비하기 위해 재료를 모았다고 전해진다. 무한히 자라는 펜리르의 뿔과 갈기로 만들어져[comma] 신성 공격을 방어할 수 있다. 요르문간드의 눈을 형상화한 펜던트에는 신성 공격을 반사시키는 특별한 능력이 담겨 있다. 그러나 이 갑옷을 감당할 만큼 강한 전사가 아니라면[comma] 갑옷이 뿜어내는 강력한 마력에 중상을 입을 수도 있으므로 주의해야 한다.,Uma armadura antiga conhecida por ser usada apenas pelo último guerreiro. Dizem que o próprio Odin havia coletado os materiais para se preparar para a batalha final. Essa armadura é feita dos chifres e juba de Fenrir[comma] que cresce infinitamente[comma] por isso é a única armadura que pode se defender contra o ataque de Deus. O pingente[comma] que encarna os olhos de Jormungandr[comma] contém uma capacidade especial de defesa contra ataques divinos. No entanto[comma] se você não for um lutador forte o suficiente para domesticar essa armadura[comma] tenha cuidado[comma] pois poderá ser gravemente ferido pela energia poderosa que usa.
ITEM_DESCRIPTION_10255000,An honorable armor bestowed on by the goddess Freya only to cats that have endured the hardest training. Wearing this armor[comma] which appears to contain the color of a thin cloud[comma] makes the whole body glow in cool white tone.,프레이야 여신이 선사하는 이 명예로운 갑옷은[comma] 가장 힘든 수련을 견뎌낸 고양이들에게만 주어진다. 엷은 구름의 빛깔을 담은 이 갑옷을 입으면 온몸이 서늘한 하얀색으로 빛나게 된다.,Uma armadura honrosa conferida pela deusa Freya apenas aos gatos que sofreram o treinamento mais difícil. Usar essa armadura [comma] que parece ter a cor de uma nuvem fina [comma] faz todo o corpo brilhar em um tom branco frio.
ITEM_DESCRIPTION_10310000,Belt with a simple style.,심플한 멋이 있는 허리끈,Cinto com estilo simples
ITEM_DESCRIPTION_10311000,Belt with a simple style.,심플한 멋이 있는 허리끈,Cinto com estilo simples
ITEM_DESCRIPTION_10312000,Belt with a simple style.,심플한 멋이 있는 허리끈,Cinto com estilo simples
ITEM_DESCRIPTION_10313000,Belt with a simple style.,심플한 멋이 있는 허리끈,Cinto com estilo simples
ITEM_DESCRIPTION_10314000,Belt with a simple style.,심플한 멋이 있는 허리끈,Cinto com estilo simples
ITEM_DESCRIPTION_10320000,Slender belt made of light leather,가벼운 가죽으로 만든 가느다란 벨트,Cinto fino feito com couro leve
ITEM_DESCRIPTION_10321000,Slender belt made of light leather,가벼운 가죽으로 만든 가느다란 벨트,Cinto fino feito com couro leve
ITEM_DESCRIPTION_10322000,Slender belt made of light leather,가벼운 가죽으로 만든 가느다란 벨트,Cinto fino feito com couro leve
ITEM_DESCRIPTION_10323000,Slender belt made of light leather,가벼운 가죽으로 만든 가느다란 벨트,Cinto fino feito com couro leve
ITEM_DESCRIPTION_10324000,Slender belt made of light leather,가벼운 가죽으로 만든 가느다란 벨트,Cinto fino feito com couro leve
ITEM_DESCRIPTION_10330000,Robustly crafted belt for war,전쟁을 대비하여 견고하게 제작된 벨트,Cinto robusto para guerra
ITEM_DESCRIPTION_10331000,Robustly crafted belt for war,전쟁을 대비하여 견고하게 제작된 벨트,Cinto robusto para guerra
ITEM_DESCRIPTION_10332000,Robustly crafted belt for war,전쟁을 대비하여 견고하게 제작된 벨트,Cinto robusto para guerra
ITEM_DESCRIPTION_10333000,Robustly crafted belt for war,전쟁을 대비하여 견고하게 제작된 벨트,Cinto robusto para guerra
ITEM_DESCRIPTION_10334000,Robustly crafted belt for war,전쟁을 대비하여 견고하게 제작된 벨트,Cinto robusto para guerra
ITEM_DESCRIPTION_10340000,Robustly crafted belt for war,전쟁을 대비하여 견고하게 제작된 벨트,Cinto robusto para guerra
ITEM_DESCRIPTION_10341000,Robustly crafted belt for war,전쟁을 대비하여 견고하게 제작된 벨트,Cinto robusto para guerra
ITEM_DESCRIPTION_10342000,Robustly crafted belt for war,전쟁을 대비하여 견고하게 제작된 벨트,Cinto robusto para guerra
ITEM_DESCRIPTION_10343000,Robustly crafted belt for war,전쟁을 대비하여 견고하게 제작된 벨트,Cinto robusto para guerra
ITEM_DESCRIPTION_10344000,Robustly crafted belt for war,전쟁을 대비하여 견고하게 제작된 벨트,Cinto robusto para guerra
ITEM_DESCRIPTION_10350000,Robustly crafted belt for war,전쟁을 대비하여 견고하게 제작된 벨트,Cinto robusto para guerra
ITEM_DESCRIPTION_10351000,Robustly crafted belt for war,전쟁을 대비하여 견고하게 제작된 벨트,Cinto robusto para guerra
ITEM_DESCRIPTION_10352000,Robustly crafted belt for war,전쟁을 대비하여 견고하게 제작된 벨트,Cinto robusto para guerra
ITEM_DESCRIPTION_10353000,Robustly crafted belt for war,전쟁을 대비하여 견고하게 제작된 벨트,Cinto robusto para guerra
ITEM_DESCRIPTION_10354000,Robustly crafted belt for war,전쟁을 대비하여 견고하게 제작된 벨트,Cinto robusto para guerra
ITEM_DESCRIPTION_10355000,Robustly crafted belt for war,전쟁을 대비하여 견고하게 제작된 벨트,Cinto robusto para guerra
ITEM_DESCRIPTION_10410000,Light and simple necklace,가볍고 심플한 목걸이,Colar leve e simples
ITEM_DESCRIPTION_10411000,Light and simple necklace,가볍고 심플한 목걸이,Colar leve e simples
ITEM_DESCRIPTION_10412000,Light and simple necklace,가볍고 심플한 목걸이,Colar leve e simples
ITEM_DESCRIPTION_10413000,Light and simple necklace,가볍고 심플한 목걸이,Colar leve e simples
ITEM_DESCRIPTION_10414000,Light and simple necklace,가볍고 심플한 목걸이,Colar leve e simples
ITEM_DESCRIPTION_10420000,Necklace of attractive jewels,보석 장식이 매력적인 목걸이,Colar de jóias atraentes
ITEM_DESCRIPTION_10421000,Necklace of attractive jewels,보석 장식이 매력적인 목걸이,Colar de jóias atraentes
ITEM_DESCRIPTION_10422000,Necklace of attractive jewels,보석 장식이 매력적인 목걸이,Colar de jóias atraentes
ITEM_DESCRIPTION_10423000,Necklace of attractive jewels,보석 장식이 매력적인 목걸이,Colar de jóias atraentes
ITEM_DESCRIPTION_10424000,Necklace of attractive jewels,보석 장식이 매력적인 목걸이,Colar de jóias atraentes
ITEM_DESCRIPTION_10430000,Necklace with a high-precision pendant,세공이 많이 들어간 펜던트가 돋보이는 목걸이,Colar com pingente de alta precisão
ITEM_DESCRIPTION_10431000,Necklace with a high-precision pendant,세공이 많이 들어간 펜던트가 돋보이는 목걸이,Colar com pingente de alta precisão
ITEM_DESCRIPTION_10432000,Necklace with a high-precision pendant,세공이 많이 들어간 펜던트가 돋보이는 목걸이,Colar com pingente de alta precisão
ITEM_DESCRIPTION_10433000,Necklace with a high-precision pendant,세공이 많이 들어간 펜던트가 돋보이는 목걸이,Colar com pingente de alta precisão
ITEM_DESCRIPTION_10434000,Necklace with a high-precision pendant,세공이 많이 들어간 펜던트가 돋보이는 목걸이,Colar com pingente de alta precisão
ITEM_DESCRIPTION_10440000,Necklace with a high-precision pendant,세공이 많이 들어간 펜던트가 돋보이는 목걸이,Colar com pingente de alta precisão
ITEM_DESCRIPTION_10441000,Necklace with a high-precision pendant,세공이 많이 들어간 펜던트가 돋보이는 목걸이,Colar com pingente de alta precisão
ITEM_DESCRIPTION_10442000,Necklace with a high-precision pendant,세공이 많이 들어간 펜던트가 돋보이는 목걸이,Colar com pingente de alta precisão
ITEM_DESCRIPTION_10443000,Necklace with a high-precision pendant,세공이 많이 들어간 펜던트가 돋보이는 목걸이,Colar com pingente de alta precisão
ITEM_DESCRIPTION_10444000,Necklace with a high-precision pendant,세공이 많이 들어간 펜던트가 돋보이는 목걸이,Colar com pingente de alta precisão
ITEM_DESCRIPTION_10450000,Necklace with a high-precision pendant,세공이 많이 들어간 펜던트가 돋보이는 목걸이,Colar com pingente de alta precisão
ITEM_DESCRIPTION_10451000,Necklace with a high-precision pendant,세공이 많이 들어간 펜던트가 돋보이는 목걸이,Colar com pingente de alta precisão
ITEM_DESCRIPTION_10452000,Necklace with a high-precision pendant,세공이 많이 들어간 펜던트가 돋보이는 목걸이,Colar com pingente de alta precisão
ITEM_DESCRIPTION_10453000,Necklace with a high-precision pendant,세공이 많이 들어간 펜던트가 돋보이는 목걸이,Colar com pingente de alta precisão
ITEM_DESCRIPTION_10454000,Necklace with a high-precision pendant,세공이 많이 들어간 펜던트가 돋보이는 목걸이,Colar com pingente de alta precisão
ITEM_DESCRIPTION_10510000,Light and simple ring,가볍고 심플한 반지,Anel leve e simples
ITEM_DESCRIPTION_10511000,Light and simple ring,가볍고 심플한 반지,Anel leve e simples
ITEM_DESCRIPTION_10512000,Light and simple ring,가볍고 심플한 반지,Anel leve e simples
ITEM_DESCRIPTION_10513000,Light and simple ring,가볍고 심플한 반지,Anel leve e simples
ITEM_DESCRIPTION_10514000,Light and simple ring,가볍고 심플한 반지,Anel leve e simples
ITEM_DESCRIPTION_10520000,Ring of attractive jewels,보석 장식이 매력적인 반지,Anel de jóias atraentes
ITEM_DESCRIPTION_10521000,Ring of attractive jewels,보석 장식이 매력적인 반지,Anel de jóias atraentes
ITEM_DESCRIPTION_10522000,Ring of attractive jewels,보석 장식이 매력적인 반지,Anel de jóias atraentes
ITEM_DESCRIPTION_10523000,Ring of attractive jewels,보석 장식이 매력적인 반지,Anel de jóias atraentes
ITEM_DESCRIPTION_10524000,Ring of attractive jewels,보석 장식이 매력적인 반지,Anel de jóias atraentes
ITEM_DESCRIPTION_10530000,Ring with intricate decorations,세공이 많이 들어간 장식이 돋보이는 반지,Anel com decorações intrincadas
ITEM_DESCRIPTION_10531000,Ring with intricate decorations,세공이 많이 들어간 장식이 돋보이는 반지,Anel com decorações intrincadas
ITEM_DESCRIPTION_10532000,Ring with intricate decorations,세공이 많이 들어간 장식이 돋보이는 반지,Anel com decorações intrincadas
ITEM_DESCRIPTION_10533000,Ring with intricate decorations,세공이 많이 들어간 장식이 돋보이는 반지,Anel com decorações intrincadas
ITEM_DESCRIPTION_10534000,Ring with intricate decorations,세공이 많이 들어간 장식이 돋보이는 반지,Anel com decorações intrincadas
ITEM_DESCRIPTION_10540000,Ring with intricate decorations,세공이 많이 들어간 장식이 돋보이는 반지,Anel com decorações intrincadas
ITEM_DESCRIPTION_10541000,Ring with intricate decorations,세공이 많이 들어간 장식이 돋보이는 반지,Anel com decorações intrincadas
ITEM_DESCRIPTION_10542000,Ring with intricate decorations,세공이 많이 들어간 장식이 돋보이는 반지,Anel com decorações intrincadas
ITEM_DESCRIPTION_10543000,Ring with intricate decorations,세공이 많이 들어간 장식이 돋보이는 반지,Anel com decorações intrincadas
ITEM_DESCRIPTION_10544000,Ring with intricate decorations,세공이 많이 들어간 장식이 돋보이는 반지,Anel com decorações intrincadas
ITEM_DESCRIPTION_10550000,Ring with intricate decorations,세공이 많이 들어간 장식이 돋보이는 반지,Anel com decorações intrincadas
ITEM_DESCRIPTION_10551000,Ring with intricate decorations,세공이 많이 들어간 장식이 돋보이는 반지,Anel com decorações intrincadas
ITEM_DESCRIPTION_10552000,Ring with intricate decorations,세공이 많이 들어간 장식이 돋보이는 반지,Anel com decorações intrincadas
ITEM_DESCRIPTION_10553000,Ring with intricate decorations,세공이 많이 들어간 장식이 돋보이는 반지,Anel com decorações intrincadas
