id,stage,wave,monster1_id,monster1_level,monster1_visual,monster1_count,monster2_id,monster2_level,monster2_visual,monster2_count,monster3_id,monster3_level,monster3_visual,monster3_count,monster4_id,monster4_level,monster4_visual,monster4_count,is_boss,reward,exp
403,104,4,204000,104,,2,,,,,,,,,,,,,0,0,0
404,104,5,204001,104,,2,,,,,,,,,,,,,0,104,58
405,105,1,204000,105,,1,,,,,,,,,,,,,0,0,0
406,105,2,204000,105,,2,,,,,,,,,,,,,0,0,0
407,105,3,204001,105,,1,,,,,,,,,,,,,0,0,0
408,105,4,204000,105,,2,204001,105,,1,,,,,,,,,0,0,0
409,105,5,204000,105,,1,,,,,,,,,,,,,0,105,65
410,106,1,204001,106,,1,,,,,,,,,,,,,0,0,0
411,106,2,204000,106,,1,,,,,,,,,,,,,0,0,0
412,106,3,204000,106,,1,204001,106,,1,,,,,,,,,0,0,0
413,106,4,204000,106,,1,,,,,,,,,,,,,0,106,72
414,107,1,204002,107,,1,,,,,,,,,,,,,0,0,0
415,107,2,204001,107,,1,,,,,,,,,,,,,0,0,0
416,107,3,204001,107,,1,204002,107,,1,,,,,,,,,0,0,0
417,107,4,204001,107,,2,,,,,,,,,,,,,0,0,0
418,107,5,204002,107,,4,,,,,,,,,,,,,0,107,79
419,108,1,204001,108,,1,,,,,,,,,,,,,0,0,0
420,108,2,204001,108,,2,,,,,,,,,,,,,0,0,0
421,108,3,204002,108,,1,,,,,,,,,,,,,0,0,0
422,108,4,204000,108,,2,204002,108,,2,,,,,,,,,0,0,0
423,108,5,204000,108,,1,204002,108,,1,,,,,,,,,0,108,86
424,109,1,204002,109,,1,,,,,,,,,,,,,0,0,0
425,109,2,204001,109,,2,,,,,,,,,,,,,0,0,0
426,109,3,204001,109,,1,204002,109,,1,,,,,,,,,0,0,0
427,109,4,204002,109,,2,,,,,,,,,,,,,0,0,0
428,109,5,204001,109,,3,204002,109,,2,,,,,,,,,0,109,93
429,110,1,204001,110,,1,,,,,,,,,,,,,0,0,0
430,110,2,204001,110,,1,,,,,,,,,,,,,0,0,0
431,110,3,202007,110,,1,204000,110,,1,204002,110,,2,,,,,1,110,100
432,111,1,204001,111,,1,,,,,,,,,,,,,0,0,0
433,111,2,204001,111,,2,,,,,,,,,,,,,0,0,0
434,111,3,204003,111,,1,,,,,,,,,,,,,0,111,107
435,112,1,204002,112,,1,,,,,,,,,,,,,0,0,0
436,112,2,204000,112,,1,204002,112,,1,,,,,,,,,0,0,0
437,112,3,204001,112,,1,204002,112,,1,204003,112,,1,,,,,0,112,114
438,113,1,204004,113,,1,,,,,,,,,,,,,0,0,0
439,113,2,204002,113,,1,,,,,,,,,,,,,0,0,0
440,113,3,204001,113,,2,204004,113,,1,,,,,,,,,0,113,121
441,114,1,204000,114,,1,,,,,,,,,,,,,0,0,0
442,114,2,204003,114,,2,,,,,,,,,,,,,0,0,0
443,114,3,204002,114,,1,204003,114,,1,204004,114,,1,,,,,0,114,128
444,115,1,204003,115,,1,,,,,,,,,,,,,0,0,0
445,115,2,204004,115,,1,,,,,,,,,,,,,0,0,0
446,115,3,204004,115,,1,,,,,,,,,,,,,0,0,0
447,115,4,204003,115,,2,,,,,,,,,,,,,0,0,0
448,115,5,204000,115,,1,204003,115,,2,,,,,,,,,0,115,135
449,116,1,204003,116,,1,,,,,,,,,,,,,0,0,0
450,116,2,201000,116,,1,,,,,,,,,,,,,0,0,0
451,116,3,204003,116,,1,,,,,,,,,,,,,0,0,0
452,116,4,201000,116,,1,204000,116,,1,204004,116,,1,,,,,0,0,0
453,116,5,204000,116,,1,204002,116,,2,,,,,,,,,0,116,142
454,117,1,201000,117,,1,,,,,,,,,,,,,0,0,0
455,117,2,204000,117,,1,204001,117,,1,,,,,,,,,0,0,0
456,117,3,204000,117,,1,,,,,,,,,,,,,0,0,0
457,117,4,204000,117,,1,,,,,,,,,,,,,0,0,0
458,117,5,201000,117,,2,204001,117,,1,204003,117,,2,,,,,0,117,149
459,118,1,204002,118,,1,,,,,,,,,,,,,0,0,0
460,118,2,204004,118,,1,,,,,,,,,,,,,0,0,0
461,118,3,204000,118,,1,,,,,,,,,,,,,0,118,156
462,119,1,204003,119,,1,,,,,,,,,,,,,0,0,0
463,119,2,201001,119,,1,204002,119,,1,,,,,,,,,0,0,0
464,119,3,204002,119,,3,,,,,,,,,,,,,0,0,0
465,119,4,201000,119,,1,204001,119,,1,,,,,,,,,0,119,163
466,120,1,201000,120,,1,,,,,,,,,,,,,0,0,0
467,120,2,204002,120,,1,204003,120,,1,,,,,,,,,0,0,0
468,120,3,204002,120,,1,204003,120,,1,,,,,,,,,0,0,0
469,120,4,204001,120,,1,204003,120,,1,,,,,,,,,0,120,170
470,121,1,201000,121,,1,,,,,,,,,,,,,0,0,0
471,121,2,204001,121,,2,,,,,,,,,,,,,0,0,0
472,121,3,204000,121,,1,,,,,,,,,,,,,0,0,0
473,121,4,201000,121,,1,204002,121,,1,,,,,,,,,0,121,177
474,122,1,201001,122,,1,,,,,,,,,,,,,0,0,0
475,122,2,204002,122,,2,,,,,,,,,,,,,0,0,0
476,122,3,201002,122,,1,204003,122,,1,204004,122,,1,,,,,0,0,0
477,122,4,204000,122,,1,204002,122,,1,,,,,,,,,0,122,184
478,123,1,204000,123,,1,,,,,,,,,,,,,0,0,0
479,123,2,204001,123,,1,,,,,,,,,,,,,0,0,0
480,123,3,201002,123,,1,204003,123,,1,,,,,,,,,0,0,0
481,123,4,204002,123,,1,,,,,,,,,,,,,0,123,191
482,124,1,201000,124,,1,,,,,,,,,,,,,0,0,0
483,124,2,201000,124,,1,204001,124,,1,,,,,,,,,0,0,0
484,124,3,201002,124,,1,,,,,,,,,,,,,0,0,0
485,124,4,201002,124,,1,,,,,,,,,,,,,0,124,198
486,125,1,201000,125,,1,,,,,,,,,,,,,0,0,0
487,125,2,204002,125,,1,204004,125,,1,,,,,,,,,0,0,0
488,125,3,201000,125,,1,201001,125,,1,204000,125,,1,,,,,0,0,0
489,125,4,204001,125,,1,204004,125,,1,,,,,,,,,0,125,205
490,126,1,201002,126,,1,,,,,,,,,,,,,0,0,0
491,126,2,204004,126,,1,,,,,,,,,,,,,0,0,0
492,126,3,204002,126,,1,,,,,,,,,,,,,0,126,212
493,127,1,201001,127,,1,,,,,,,,,,,,,0,0,0
494,127,2,201002,127,,1,204004,127,,1,,,,,,,,,0,0,0
495,127,3,204003,127,,1,,,,,,,,,,,,,0,0,0
496,127,4,201000,127,,2,201001,127,,1,204004,127,,1,,,,,0,0,0
497,127,5,201003,127,,1,204003,127,,1,204004,127,,1,,,,,0,127,219
498,128,1,204000,128,,1,,,,,,,,,,,,,0,0,0
499,128,2,204001,128,,1,204004,128,,1,,,,,,,,,0,0,0
500,128,3,201003,128,,1,204001,128,,1,204003,128,,1,,,,,0,0,0
501,128,4,201000,128,,1,,,,,,,,,,,,,0,128,226
502,129,1,204004,129,,1,,,,,,,,,,,,,0,0,0
503,129,2,204000,129,,1,204003,129,,1,,,,,,,,,0,0,0
504,129,3,204001,129,,1,204003,129,,1,204004,129,,1,,,,,0,0,0
505,129,4,204003,129,,1,,,,,,,,,,,,,0,0,0
506,129,5,204000,129,,1,,,,,,,,,,,,,0,129,233
507,130,1,201003,130,,1,,,,,,,,,,,,,0,0,0
508,130,2,204003,130,,1,204004,130,,1,,,,,,,,,0,0,0
509,130,3,201000,130,,1,201001,130,,2,,,,,,,,,0,0,0
510,130,4,201003,130,,1,204003,130,,1,204004,130,,1,,,,,0,0,0
511,130,5,201001,130,,2,204002,130,,2,,,,,,,,,0,130,240
512,131,1,204004,131,,1,,,,,,,,,,,,,0,0,0
513,131,2,204002,131,,1,,,,,,,,,,,,,0,0,0
514,131,3,202000,131,,1,,,,,,,,,,,,,0,0,0
515,131,4,201002,131,,1,201003,131,,1,202000,131,,1,,,,,0,131,247
516,132,1,202001,132,,1,,,,,,,,,,,,,0,0,0
517,132,2,204001,132,,1,,,,,,,,,,,,,0,0,0
518,132,3,201002,132,,2,202001,132,,1,,,,,,,,,0,132,254
519,133,1,201000,133,,1,,,,,,,,,,,,,0,0,0
520,133,2,201001,133,,1,204003,133,,1,,,,,,,,,0,0,0
521,133,3,204001,133,,2,204002,133,,1,,,,,,,,,0,0,0
522,133,4,201003,133,,1,204002,133,,1,,,,,,,,,0,133,261
523,134,1,201003,134,,1,,,,,,,,,,,,,0,0,0
524,134,2,202000,134,,1,,,,,,,,,,,,,0,0,0
525,134,3,204003,134,,1,,,,,,,,,,,,,0,0,0
526,134,4,204003,134,,2,,,,,,,,,,,,,0,134,268
527,135,1,204003,135,,1,,,,,,,,,,,,,0,0,0
528,135,2,201003,135,,1,202000,135,,1,,,,,,,,,0,0,0
529,135,3,201000,135,,1,,,,,,,,,,,,,0,0,0
530,135,4,201001,135,,1,201002,135,,2,,,,,,,,,0,0,0
531,135,5,201001,135,,2,201002,135,,1,202000,135,,1,,,,,0,135,275
532,136,1,204002,136,,1,,,,,,,,,,,,,0,0,0
533,136,2,201000,136,,2,,,,,,,,,,,,,0,0,0
534,136,3,201000,136,,1,201003,136,,1,,,,,,,,,0,0,0
535,136,4,201001,136,,1,201002,136,,1,204002,136,,2,,,,,0,136,282
536,137,1,202001,137,,1,,,,,,,,,,,,,0,0,0
537,137,2,202000,137,,1,204000,137,,1,,,,,,,,,0,0,0
538,137,3,201001,137,,1,204003,137,,1,,,,,,,,,0,0,0
539,137,4,201000,137,,1,202001,137,,1,204004,137,,1,,,,,0,0,0
540,137,5,201002,137,,1,201003,137,,1,202001,137,,1,204002,137,,1,0,137,289
541,138,1,204000,138,,1,,,,,,,,,,,,,0,0,0
542,138,2,201001,138,,1,201003,138,,1,,,,,,,,,0,0,0
543,138,3,201001,138,,1,,,,,,,,,,,,,0,0,0
544,138,4,204000,138,,1,,,,,,,,,,,,,0,0,0
545,138,5,201001,138,,1,,,,,,,,,,,,,0,138,296
546,139,1,204004,139,,1,,,,,,,,,,,,,0,0,0
547,139,2,204004,139,,1,,,,,,,,,,,,,0,0,0
548,139,3,201002,139,,1,,,,,,,,,,,,,0,0,0
549,139,4,202001,139,,1,204002,139,,1,,,,,,,,,0,0,0
550,139,5,201000,139,,1,201001,139,,1,202001,139,,1,,,,,0,139,303
551,140,1,201003,140,,1,,,,,,,,,,,,,0,0,0
552,140,2,201003,140,,1,204002,140,,1,,,,,,,,,0,0,0
553,140,3,201002,140,,1,204001,140,,1,,,,,,,,,0,0,0
554,140,4,201000,140,,1,202000,140,,1,204003,140,,1,,,,,0,140,310
555,141,1,201000,141,,1,,,,,,,,,,,,,0,0,0
556,141,2,202000,141,,2,,,,,,,,,,,,,0,0,0
557,141,3,201000,141,,1,201001,141,,1,,,,,,,,,0,0,0
558,141,4,201001,141,,1,201003,141,,1,204001,141,,1,,,,,0,141,317
559,142,1,202000,142,,1,,,,,,,,,,,,,0,0,0
560,142,2,202000,142,,1,204002,142,,1,,,,,,,,,0,0,0
561,142,3,204000,142,,1,,,,,,,,,,,,,0,0,0
562,142,4,201002,142,,1,204003,142,,1,,,,,,,,,0,0,0
563,142,5,201000,142,,1,201001,142,,1,201002,142,,1,202001,142,,1,0,142,324
564,143,1,204003,143,,1,,,,,,,,,,,,,0,0,0
565,143,2,201001,143,,1,202000,143,,1,,,,,,,,,0,0,0
566,143,3,201003,143,,1,204003,143,,1,,,,,,,,,0,0,0
567,143,4,201000,143,,1,201002,143,,1,202000,143,,1,,,,,0,0,0
568,143,5,201002,143,,1,202000,143,,1,,,,,,,,,0,143,331
569,144,1,204002,144,,1,,,,,,,,,,,,,0,0,0
570,144,2,201001,144,,1,,,,,,,,,,,,,0,0,0
571,144,3,201002,144,,1,201003,144,,1,204002,144,,1,,,,,0,0,0
572,144,4,204003,144,,1,,,,,,,,,,,,,0,144,338
573,145,1,201003,145,,1,,,,,,,,,,,,,0,0,0
574,145,2,201002,145,,1,,,,,,,,,,,,,0,0,0
575,145,3,201002,145,,1,204002,145,,1,,,,,,,,,0,0,0
576,145,4,201000,145,,1,202000,145,,1,,,,,,,,,0,0,0
577,145,5,202001,145,,1,204002,145,,1,,,,,,,,,0,145,345
578,146,1,202000,146,,1,,,,,,,,,,,,,0,0,0
579,146,2,204000,146,,1,204003,146,,1,,,,,,,,,0,0,0
580,146,3,201001,146,,1,201002,146,,1,202001,146,,1,,,,,0,0,0
581,146,4,201001,146,,1,201002,146,,1,,,,,,,,,0,0,0
582,146,5,201000,146,,1,204003,146,,2,204004,146,,1,,,,,0,146,352
583,147,1,201000,147,,1,,,,,,,,,,,,,0,0,0
584,147,2,201003,147,,1,204001,147,,1,,,,,,,,,0,0,0
585,147,3,204003,147,,1,,,,,,,,,,,,,0,147,359
586,148,1,201000,148,,1,,,,,,,,,,,,,0,0,0
587,148,2,204001,148,,1,204002,148,,1,,,,,,,,,0,0,0
588,148,3,201003,148,,1,202001,148,,1,,,,,,,,,0,0,0
589,148,4,201000,148,,1,201001,148,,1,201003,148,,1,,,,,0,148,366
590,149,1,204002,149,,1,,,,,,,,,,,,,0,0,0
591,149,2,204004,149,,1,,,,,,,,,,,,,0,0,0
592,149,3,201001,149,,1,,,,,,,,,,,,,0,149,373
593,150,1,204001,150,,1,,,,,,,,,,,,,0,0,0
594,150,2,201001,150,,1,202001,150,,1,,,,,,,,,0,0,0
595,150,3,201002,150,,1,201003,150,,1,,,,,,,,,0,150,380
