Key,English,Korean,Portuguese,Japanese,Spanish,Thai,Indonesian,Russian,ChineseSimplified,ChineseTraditional,Tagalog,Vietnam
SKILL_DESCRIPTION_230006,{0}% chance to grant self CRI increase by {2}% and apply CRI decrease by {4}% to all enemy units for {3} turns.,공격 시 {0}% 확률로 자신에게 {1}턴 동안 CRI를 {2}%만큼 증가하는 버프를 부여하고 모든 적군에게 {3}턴 동안 CRI를 {4}%만큼 감소시키는 디버프를 부여합니다.,"Na sua vez, há uma chance {0}% de aplicar um buff de aumento do CRI a si mesmo por {1} gira, aumentando o CRI por {2}%, e aplicar um debuff para todos os inimigos para {3} turnos, reduzindo CRI por {4}%.",攻撃時、{0}%の確率で自分に{1}ターン間CRIを{2}%増加させるバフを付与し、すべての敵に{3}ターン間CRIを{4}%減少させるデバフを付与します。,"A su turno, hay una posibilidad de {0}% de aplicar un aumento de un aumento de CRI a usted mismo para {1} giros, aumentando CRI en {2}%, y aplicar una disminución de CRI de debuff a todos los enemigos para {3} giros, reduciendo, reduciendo CRI por {4}%.",ในเทิร์นของคุณมีโอกาส {0}% ที่จะใช้ Buff เพิ่ม CRI กับตัวเองสำหรับการหมุน {1} เพิ่ม CRI โดย {2}% และใช้การลดลงของ CRI ให้กับศัตรูทั้งหมดสำหรับการหมุน {3} CRI โดย {4}%,"Pada gilirannya, ada peluang {0}% untuk menerapkan buff peningkatan CRI untuk diri Anda sendiri untuk {1} berbalik, meningkatkan CRI dengan {2}%, dan menerapkan debuff penurunan CRI untuk semua musuh untuk {3} belokan, mengurangi CRI oleh {4}%.","В вашей очереди есть шанс {0}%, чтобы применить к себе бафф для себя для {1}, увеличивая CRI на {2}%, и применить дебафф CRI ко всем врагам для {3} поворотов, уменьшая Cri by {4}%.",轮到您有一个{0}％的机会，将CRI增加buff应用于{1}圈，将CRI提高{2}％，然后将CRI降低减debuff将debuff应用于所有敌人，以减少{3} {4}％的CRI。,輪到您有一個{0}％的機會，將CRI增加buff應用於{1}圈，將CRI提高{2}％，然後將CRI降低減debuff將debuff應用於所有敵人，以減少{3} { 4}％的CRI。,"Sa iyong pagliko, mayroong isang {0}% na pagkakataon na mag -aplay ng isang CRI dagdagan ang buff sa iyong sarili para sa {1} lumiliko, pagtaas ng CRI sa pamamagitan ng {2}%, at mag -apply ng isang CRI na bumaba ng debuff sa lahat ng mga kaaway para sa {3} lumiliko, pagbabawas CRI sa pamamagitan ng {4}%.",{0}% Cơ hội cấp cho CRI tự tăng bằng {2}% và áp dụng giảm CRI bằng {4}% cho tất cả các đơn vị của kẻ thù cho các lượt {3}.
SKILL_DESCRIPTION_230007,{0}% chance to grant self CRI increase by {2}% and apply CRI decrease by {4}% to all enemy units for {3} turns.,공격 시 {0}% 확률로 자신에게 {1}턴 동안 CRI를 {2}%만큼 증가하는 버프를 부여하고 모든 적군에게 {3}턴 동안 CRI를 {4}%만큼 감소시키는 디버프를 부여합니다.,"Na sua vez, há uma chance {0}% de aplicar um buff de aumento do CRI a si mesmo por {1} gira, aumentando o CRI por {2}%, e aplicar um debuff para todos os inimigos para {3} turnos, reduzindo CRI por {4}%.",攻撃時、{0}%の確率で自分に{1}ターン間CRIを{2}%増加させるバフを付与し、すべての敵に{3}ターン間CRIを{4}%減少させるデバフを付与します。,"A su turno, hay una posibilidad de {0}% de aplicar un aumento de un aumento de CRI a usted mismo para {1} giros, aumentando CRI en {2}%, y aplicar una disminución de CRI de debuff a todos los enemigos para {3} giros, reduciendo, reduciendo CRI por {4}%.",ในเทิร์นของคุณมีโอกาส {0}% ที่จะใช้ Buff เพิ่ม CRI กับตัวเองสำหรับการหมุน {1} เพิ่ม CRI โดย {2}% และใช้การลดลงของ CRI ให้กับศัตรูทั้งหมดสำหรับการหมุน {3} CRI โดย {4}%,"Pada gilirannya, ada peluang {0}% untuk menerapkan buff peningkatan CRI untuk diri Anda sendiri untuk {1} berbalik, meningkatkan CRI dengan {2}%, dan menerapkan debuff penurunan CRI untuk semua musuh untuk {3} belokan, mengurangi CRI oleh {4}%.","В вашей очереди есть шанс {0}%, чтобы применить к себе бафф для себя для {1}, увеличивая CRI на {2}%, и применить дебафф CRI ко всем врагам для {3} поворотов, уменьшая Cri by {4}%.",轮到您有一个{0}％的机会，将CRI增加buff应用于{1}圈，将CRI提高{2}％，然后将CRI降低减debuff将debuff应用于所有敌人，以减少{3} {4}％的CRI。,輪到您有一個{0}％的機會，將CRI增加buff應用於{1}圈，將CRI提高{2}％，然後將CRI降低減debuff將debuff應用於所有敵人，以減少{3} { 4}％的CRI。,"Sa iyong pagliko, mayroong isang {0}% na pagkakataon na mag -aplay ng isang CRI dagdagan ang buff sa iyong sarili para sa {1} lumiliko, pagtaas ng CRI sa pamamagitan ng {2}%, at mag -apply ng isang CRI na bumaba ng debuff sa lahat ng mga kaaway para sa {3} lumiliko, pagbabawas CRI sa pamamagitan ng {4}%.",{0}% Cơ hội cấp cho CRI tự tăng bằng {2}% và áp dụng giảm CRI bằng {4}% cho tất cả các đơn vị của kẻ thù cho các lượt {3}.
SKILL_DESCRIPTION_240006,{0}% chance to grant self HIT increase by {2}% for {1} turns.,공격 시 {0}% 확률로 자신에게 {1}턴 동안 HIT를 {2}%만큼 증가시키는 버프를 부여합니다.,"Na sua vez, há uma chance {0}% de se conceder um buff para {1} turnos, aumentando o acerto por {2}%.",攻撃時、{0}%確率で自分に{1}ターン間、HITを{2}%増加させるバフを付与します。,"A su turno, hay una probabilidad de {0}% de otorgarse un beneficio para {1} turnos, aumentando el hit por {2}%.",ในเทิร์นของคุณมีโอกาส {0}% ที่จะให้บัฟสำหรับการหมุน {1} เพิ่มการเข้าชมโดย {2}%,"Pada gilirannya, ada peluang {0}% untuk memberi diri Anda buff untuk {1} berbalik, meningkat hit oleh {2}%.","В вашей очереди есть шанс {0}% предоставить себе бафф для {1} поворотов, увеличивая удар на {2}%.",轮到您有一个{0}％的机会，有机会为{1}转弯，增加{2}％的命中率。,輪到您有一個{0}％的機會，有機會為{1}轉彎，增加{2}％的命中率。,"Sa iyong pagliko, mayroong isang {0}% na pagkakataon na bigyan ang iyong sarili ng isang buff para sa {1} na lumiliko, pagtaas ng hit ng {2}%.",{0}% cơ hội cấp cho bản thân tăng tăng bằng {2}% cho các lượt {1}.
SKILL_DESCRIPTION_210012,"{0}% chance to apply a debuff to a single enemy unit for {1} turns, reducing their ATK by {2}%.",공격 시 {0}% 확률로 단일 적에게 {1}턴 동안 ATK를 {2}%만큼 감소하는 디버프를 부여합니다.,"{0}% chance de aplicar um debuff a uma única unidade inimiga para {1} gira, reduzindo o ATK por {2}%.",攻撃時、{0}%の確率で単一的に{1}ターン間、ATKを{2}%減少させるデバフを付与します。,"{0}% de la oportunidad de aplicar un debuff a una sola unidad enemiga para {1} turnos, reduciendo su ATK en {2}%.",{0}% โอกาสที่จะใช้ debuff กับหน่วยศัตรูเดียวสำหรับการหมุน {1} ลด ATK ของพวกเขาลง {2}%,"{0}% Peluang untuk menerapkan debuff ke satu unit musuh untuk {1} berbalik, mengurangi ATK mereka dengan {2}%.","{0}% шанс применить дебафф на единицу врага для {1} поворотов, уменьшая их ATK на {2}%.",{0}％的机会将减益件应用于{1}的转弯，将其ATK降低{2}％。,{0}％的機會將減益件應用於{1}的轉彎，將其ATK降低{2}％。,"{0}% Pagkakataon na mag -aplay ng isang debuff sa isang solong yunit ng kaaway para sa {1} lumiliko, binabawasan ang kanilang ATK sa pamamagitan ng {2}%.","{0}% Cơ hội áp dụng một Debuff cho một đơn vị của kẻ thù cho các lượt {1}, giảm ATK của họ bằng {2}%."
SKILL_DESCRIPTION_700004,{0}% chance to inflict Stun debuff on the enemy for {1} turns. Targets under Stun debuff are unable to take actions on their turn.,공격 시 {0}% 확률로 적에게 {1}턴 동안 기절 디버프를 부여합니다. 기절에 걸린 적은 자신 턴에 행동 할 수 없습니다.,{0}% Chance de infligir atordoamento debuff no inimigo para {1} gira. Os alvos sob o Debuff de Stun não conseguem tomar medidas por sua vez.,攻撃時、{0}%の確率で敵1体を{1}ターン間気絶させます。気絶した敵は、自分のターンで行動することができません。,{0}% de la oportunidad de infligir aturdimiento al enemigo para {1} turnos. Los objetivos bajo Stun Debuff no pueden tomar medidas a su vez.,{0}% โอกาสที่จะทำดาบิวกับศัตรูในการหมุน {1} เป้าหมายภายใต้ stun debuff ไม่สามารถดำเนินการในเทิร์นของพวกเขา,{0}% Kesempatan untuk menimbulkan debuff setrum pada musuh untuk {1} berbalik. Target di bawah Stun Debuff tidak dapat mengambil tindakan pada gilirannya.,{0}% шанс нанести STUN Debuff на врага для {1} поворотов. Цели под STUN Debuff не могут принять меры в своей очереди.,{0}％有机会在{1}转弯上对敌人造成眩晕。在昏迷下击败的目标无法采取行动。,{0}％有機會在{1}轉彎上對敵人造成眩暈。在昏迷下擊敗的目標無法採取行動。,{0}% Pagkakataon na magdulot ng Stun Debuff sa kaaway para sa {1} lumiliko. Ang mga target sa ilalim ng Stun Debuff ay hindi makagawa ng mga aksyon.,{0}% cơ hội gây hiệu ứng Choáng cho kẻ địch trong {1} lượt. Mục tiêu dưới hiệu ứng Choáng không thể hành động trong lượt của họ.
SKILL_DESCRIPTION_700005,{0}% chance to inflict Stun debuff on all enemies for {1} turns. Targets under Stun debuff are unable to take actions on their turn.,공격 시 {0}% 확률로 모든 적에게 {1}턴 동안 기절 디버프를 부여합니다. 기절에 걸린 적은 자신의 턴에 행동 할 수 없습니다.,{0}% Chance de infligir o atordoamento em todos os inimigos para {1} turnos. Os alvos sob o Debuff de Stun não conseguem tomar medidas por sua vez.,攻撃時、{0}%の確率で敵全体に{1}ターン間気絶させます。気絶した敵は、自分のターンで行動することができません。,{0}% de la oportunidad de infligir aturdimiento en todos los enemigos para {1} turnos. Los objetivos bajo Stun Debuff no pueden tomar medidas a su vez.,{0}% โอกาสที่จะทำดาบิวกับศัตรูทั้งหมดสำหรับการหมุน {1} เป้าหมายภายใต้ stun debuff ไม่สามารถดำเนินการในเทิร์นของพวกเขา,{0}% Peluang untuk menimbulkan debuff stun pada semua musuh untuk {1} belokan. Target di bawah Stun Debuff tidak dapat mengambil tindakan pada gilirannya.,{0}% шанс нанести STUN Debuff на всех врагов для поворотов {1}. Цели под STUN Debuff не могут принять меры в своей очереди.,{0}％有机会在{1}转弯上对所有敌人造成电击式减益。在昏迷下击败的目标无法采取行动。,{0}％有機會在{1}轉彎上對所有敵人造成電擊式減益。在昏迷下擊敗的目標無法採取行動。,{0}% Pagkakataon upang mapahamak ang pag -debuff sa lahat ng mga kaaway para sa {1} lumiliko. Ang mga target sa ilalim ng Stun Debuff ay hindi makagawa ng mga aksyon.,{0}% cơ hội gây hiệu ứng Choáng cho tất cả kẻ địch trong {1} lượt. Mục tiêu dưới hiệu ứng Choáng không thể hành động trong lượt của họ.
SKILL_DESCRIPTION_700006,"{0}% chance to grant self a Life Drain buff for {1} turns. While under Life Drain buff, recover HP equal to {2} of the damage dealt to the enemy. (Life Drain effect does not apply to Bleeding damage.)",공격 시 {0}% 확률로 자신에게 {1}턴 동안 흡혈 버프를 부여합니다. 흡혈 버프가 유지되는 동안 적에게 가한 최종 데미지의 {2}만큼 자신의 HP를 회복합니다. (출혈 데미지는 흡혈 효과가 적용되지 않습니다.),"{0}% Chance de conceder -se um buff de drenagem de vida para {1} gira. Enquanto sob a vida de drenagem, recupere a HP igual a {2} dos danos causados ​​ao inimigo. (O efeito de drenagem da vida não se aplica a danos causados ​​pelo sangramento.)",攻撃時、{0}%の確率で自身に{1}ターンの吸血バフを付与します。吸血バフが維持されている間、敵に与えたダメージの{2}に相当するHPを回復します（吸血効果は出血ダメージには適用されません）。,"{0}% de la oportunidad de otorgar a sí mismo un beneficio de drenaje de vida para {1} turnos. Mientras que bajo la vida de drenaje de la vida, recupere HP igual al {2} del daño que le dio al enemigo. (El efecto de drenaje de la vida no se aplica al daño hemorrágico).",{0}% โอกาสที่จะให้ตัวเองระบายชีวิตด้วยตัวเองสำหรับการหมุน {1} ในขณะที่อยู่ภายใต้การระบายชีวิตของชีวิตให้กู้คืน HP เท่ากับ {2} ของความเสียหายที่เกี่ยวข้องกับศัตรู (เอฟเฟกต์การระบายชีวิตไม่ได้ใช้กับความเสียหายที่มีเลือดออก),"{0}% Kesempatan untuk memberikan buff drain seumur hidup untuk {1} berbalik. Saat berada di bawah kehidupan pembuangan, pulih HP sama dengan {2} dari kerusakan yang diberikan kepada musuh. (Efek pembuangan hidup tidak berlaku untuk kerusakan pendarahan.)","{0}% шанс предоставить себе бафф для жизни для {1} поворотов. В то время как под Life Drain Buff, восстановите HP, равный {2} от ущерба, нанесенного врагу. (Эффект дренажа жизни не относится к кровоточащим повреждениям.)",{0}％授予自我的机会{1}转弯。在生命排水增生的同时，恢复了与敌人造成伤害的{2}的HP。 （生命流失效应不适用于出血损害。）,{0}％授予自我的機會{1}轉彎。在生命排水增生的同時，恢復了與敵人造成傷害的{2}的HP。 （生命流失效應不適用於出血損害。）,"{0}% Pagkakataon na bigyan ang sarili ng isang buff ng alisan ng buhay para sa {1} lumiliko. Habang nasa ilalim ng buff ng alisan ng buhay, mabawi ang HP na katumbas ng {2} ng pinsala na nakitungo sa kaaway. (Ang epekto ng alisan ng tubig ay hindi nalalapat sa pinsala sa pagdurugo.)","{0}% cơ hội tạo ra hiệu ứng Hút Máu cho bản thân trong {1} lượt. Trong khi dưới hiệu ứng Hút Máu, hồi phục HP tương đương với {2} lượng sát thương gây ra cho kẻ địch. (Hiệu ứng Hút Máu không áp dụng cho sát thương Chảy máu.)"
SKILL_DESCRIPTION_700007,"When attacking, there is a {0}% chance for the character to gain a Concentration buff lasting {1} turn(s). While this buff is active, the character's attacks always strike their targets.",공격 시 {0}% 확률로 자신에게 {1}턴 동안 집중 버프를 부여합니다. 버프가 유지되는 동안 공격이 반드시 명중하는 상태가 됩니다.,"Ao atacar, há uma chance de {0}% de conceder um buff de Concentração a si mesmo por {1} turnos. Enquanto o buff estiver ativo, seus ataques são garantidos para acertar.",攻撃時に{0}%の確率で自分に{1}ターン間集中バフを付与します。バフが維持される間は、攻撃が必ず命中するようになります。,"Al atacar, hay una probabilidad del {0}% de otorgarte a ti mismo un beneficio de Concentración durante {1} turnos. Mientras el beneficio esté activo, tus ataques están garantizados para acertar.",ทุกครั้งที่โจมตี มีโอกาส {0}% ที่จะให้คุณได้รับบัฟความตั้งใจ เป็นเวลา {1} รอบ ในขณะที่บัฟกำลังใช้งาน การโจมตีของคุณจะแน่นอนว่าจะติด,"Ketika menyerang, ada kemungkinan {0}% untuk memberikan buff Konsentrasi kepada diri sendiri selama {1} putaran. Saat buff aktif, serangan Anda dijamin mengenai sasaran.","При атаке существует {0}% шанс на предоставление себе баффа Сосредоточенности на {1} ходов. Во время действия баффа, ваши атаки гарантированно попадают.",攻击时，有 {0}% 的几率在{1}回合内为自己添加一个专注增益效果。增益效果激活期间，你的攻击将保证命中。,攻擊時，有 {0}% 的機率讓你自己在 {1} 回合內獲得專注增益效果。當增益效果生效時，你的攻擊保證命中。,"Sa bawat pag-atake, may {0}% na tsansa na bigyan ang iyong sarili ng Concentration buff para sa {1} turn. Habang ang buff ay aktibo, tiyak na tatamaan ng iyong mga atake.","Khi tấn công, nhân vật có {0}% xác suất nhận được buff Tập Trung kéo dài {1} lượt. Khi buff này hoạt động, đòn tấn công của nhân vật luôn đánh trúng mục tiêu."
SKILL_DESCRIPTION_700008,"When attacking, there's a {0}% chance to deal damage to the enemy twice, equal to your ATK + {2}.",공격 시 {0}% 확률로 적에게 자신의 ATK + {2} 만큼 2회 데미지를 줍니다.,"Ao atacar, há uma chance de {0}% de causar dano ao inimigo duas vezes, igual ao seu ATK + {2}.",攻撃時に{0}%の確率で敵に自分のATK + {2}のダメージを2回与えます。,"Al atacar, hay una probabilidad del {0}% de infligir daño al enemigo dos veces, equivalente a tu ATK + {2}.","เมื่อโจมตี, มีโอกาส {0}% ที่จะสร้างความเสียหายให้กับศัตรูสองครั้ง, เท่ากับ ATK + {2} ของคุณ.","Saat menyerang, ada peluang {0}% untuk memberikan kerusakan kepada musuh sebanyak dua kali, setara dengan ATK + {2} Anda.","При атаке есть {0}% шанс нанести врагу урон дважды, равный вашей АТК + {2}.",攻击时，有{0}%的几率对敌人造成两次伤害，等于你的ATK + {2}。,攻擊時，有{0}%的機率對敵人造成兩次傷害，等於你的ATK + {2}。,"Kapag umaatake, may {0}% tsansa na magdulot ng pinsala sa kaaway ng dalawang beses, katumbas ng iyong ATK + {2}.","Khi tấn công, có {0}% cơ hội gây sát thương cho kẻ địch hai lần, bằng với ATK + {2} của bạn."
SKILL_DESCRIPTION_700009,"When attacking, there is a {0}% chance for the character to gain a Dispel buff lasting {1} turn(s). While this buff is active, the character has a 45% chance to remove debuff effects.",공격 시 {0}% 확률로 자신에게 {1}턴 동안 디버프 회피율 버프를 부여합니다. 버프가 유지되는 동안 디버프 효과를 45% 확률로 제거됩니다.,"Ao atacar, há uma chance de {0}% de conceder a si mesmo um benefício de evasão de debuff por {1} turnos. Enquanto o benefício estiver ativo, há uma chance de 45% de remover efeitos de debuff.",攻撃時に{0}%の確率で、自分に{1}ターン間デバフ回避率バフを付与します。バフが維持される間には、デバフ効果が45%の確率で取り除かれます。,"Al atacar, hay una probabilidad del {0}% de otorgarte a ti mismo un beneficio de evasión de debuff durante {1} turnos. Mientras el beneficio esté activo, hay una probabilidad del 45% de eliminar efectos de debuff.",ทุกครั้งที่โจมตี มีโอกาส {0}% ที่จะให้ตัวเองได้รับประโยชน์ในการหลีกเลี่ยงการเสียดสีลดลงสำหรับ {1} รอบ ในขณะที่บัฟกำลังใช้งาน มีโอกาส 45% ที่จะลบเอฟเฟ็กต์ของเสียดสี,"Ketika menyerang, ada kemungkinan {0}% untuk memberikan buff pengevakan debuff kepada diri sendiri selama {1} putaran. Saat buff aktif, ada kemungkinan 45% untuk menghapus efek debuff.","При атаке существует {0}% шанс предоставить себе бафф уклонения от дебаффов на {1} ходов. Во время действия баффа, существует 45% шанс удалить эффекты дебаффов.",攻击时，有 {0}% 的几率为自己提供 {1} 回合的减益效果闪避增益。增益效果激活期间，有 45% 的几率移除减益效果。,攻擊時，有 {0}% 的機率為自己提供 {1} 回合的減益效果閃避增益。增益效果生效時，有 45% 的機率移除減益效果。,"Sa bawat pag-atake, may {0}% na tsansa na magbigay ka ng isang buff na pag-iwas sa debuff para sa {1} turn. Habang ang buff ay aktibo, may 45% na tsansa na alisin ang mga epekto ng debuff.","Khi tấn công, có {0}% cơ hội để tự ban cho mình một buff tránh debuff trong {1} lượt. Trong khi buff đang hoạt động, có 45% cơ hội để loại bỏ hiệu ứng debuff."
SKILL_DESCRIPTION_700010,"When attacking, there's a {0}% chance to deal damage to the enemy equal to {2} of their HP. This damage does not result in a critical hit, and the maximum damage does not exceed 1,000,000.","공격 시 {0}% 확률로 적군에게 HP {2} 만큼 피해를 줍니다. 해당 피해는 크리티컬 어택이 발생하지 않으며 최대 데미지가 1,000,000을 넘지 않습니다.","Ao atacar, há uma chance de {0}% de causar dano ao inimigo igual a {2} do seu HP. Esse dano não resulta em um golpe crítico, e o dano máximo não excede 1.000.000.","攻撃時に{0}%の確率で敵にHPの{2}に相当するダメージを与えます。このダメージはクリティカルヒットにはならず、最大ダメージは1,000,000を超えません。","Al atacar, hay una probabilidad del {0}% de infligir daño al enemigo igual al {2} de su HP. Este daño no produce un golpe crítico, y el daño máximo no supera 1.000.000.","เมื่อโจมตี, มีโอกาส {0}% ที่จะสร้างความเสียหายให้กับศัตรูเท่ากับ {2} ของ HP ของพวกเขา ความเสียหายนี้ไม่สามารถสร้างการโจมตีคริติคอล, และความเสียหายสูงสุดไม่เกิน 1,000,000.","Saat menyerang, ada peluang {0}% untuk memberikan kerusakan kepada musuh sebesar {2} dari HP mereka. Kerusakan ini tidak menghasilkan serangan kritis, dan kerusakan maksimum tidak melebihi 1.000.000.","При атаке есть {0}% шанс нанести врагу урон, равный {2} его HP. Этот урон не является критическим ударом, и максимальный урон не превышает 1 000 000.","攻击时，有{0}%的几率对敌人造成等于其HP的{2}的伤害。该伤害不会产生暴击，最大伤害不超过1,000,000。","攻擊時，有{0}%的機率對敵人造成等於其HP的{2}的傷害。該傷害不會產生爆擊，最大傷害不超過1,000,000。","Kapag umaatake, may {0}% tsansa na magdulot ng pinsala sa kaaway na katumbas ng {2} ng kanilang HP. Ang pinsalang ito ay hindi magreresulta sa isang critical hit, at ang maksimum na pinsala ay hindi lalampas sa 1,000,000.","Khi tấn công, có {0}% xác suất gây sát thương bằng {2} HP cho kẻ địch, giới hạn ở mức 1,000,000 và không gây ra đòn chí mạng."
SKILL_DESCRIPTION_700011,"When attacking, there is a {0}% chance for the character to gain a Dispel buff lasting {1} turn(s). While this buff is active, the character has a 55% chance to remove debuff effects.",공격 시 {0}% 확률로 자신에게 {1}턴 동안 디버프 회피율 버프를 부여합니다. 버프가 유지되는 동안 디버프 효과를 55% 확률로 제거됩니다.,"Ao atacar, há uma chance de {0}% de conceder a si mesmo um benefício de evasão de debuff por {1} turnos. Enquanto o benefício estiver ativo, há uma chance de 55% de remover efeitos de debuff.",攻撃時に{0}%の確率で、自分に{1}ターン間デバフ回避率バフを付与します。バフが維持される間には、デバフ効果が55%の確率で取り除かれます。,"Al atacar, hay una probabilidad del {0}% de otorgarte a ti mismo un beneficio de evasión de debuff durante {1} turnos. Mientras el beneficio esté activo, hay una probabilidad del 55% de eliminar efectos de debuff.",ทุกครั้งที่โจมตี มีโอกาส {0}% ที่จะให้ตัวเองได้รับประโยชน์ในการหลีกเลี่ยงการเสียดสีลดลงสำหรับ {1} รอบ ในขณะที่บัฟกำลังใช้งาน มีโอกาส 55% ที่จะลบเอฟเฟ็กต์ของเสียดสี,"Ketika menyerang, ada kemungkinan {0}% untuk memberikan buff pengevakan debuff kepada diri sendiri selama {1} putaran. Saat buff aktif, ada kemungkinan 55% untuk menghapus efek debuff.","При атаке существует {0}% шанс предоставить себе бафф уклонения от дебаффов на {1} ходов. Во время действия баффа, существует 55% шанс удалить эффекты дебаффов.",攻击时，有 {0}% 的几率为自己提供 {1} 回合的减益效果闪避增益。增益效果激活期间，有 55% 的几率移除减益效果。,攻擊時，有 {0}% 的機率為自己提供 {1} 回合的減益效果閃避增益。增益效果生效時，有 55% 的機率移除減益效果。,"Sa bawat pag-atake, may {0}% na tsansa na magbigay ka ng isang buff na pag-iwas sa debuff para sa {1} turn. Habang ang buff ay aktibo, may 55% na tsansa na alisin ang mga epekto ng debuff.","Khi tấn công, có {0}% cơ hội để tự ban cho mình một buff tránh debuff trong {1} lượt. Trong khi buff đang hoạt động, có 55% cơ hội để loại bỏ hiệu ứng debuff."
SKILL_DESCRIPTION_700012,"When attacking, there is a {0}% chance for the character to gain an Ice Shield buff lasting {1} turn(s), increasing the character's DEF by {2}%. In addition, whenever the character is attacked, the Ice Shield applies a debuff that reduces the SPD of the attacker by 1%, lasting for 5 turns.",공격 시 {0}% 확률로 자신에게 {1}턴 동안 얼음 방패 버프를 부여합니다. 얼음 방패는 {2}% 만큼 DEF를 증가시키고 피격 시 마다 타격자에게 SPD를 1% 감소시키는 동상 디버프를 5턴 동안 부여합니다.,"Concede um buff de Escudo de Gelo por {1} turnos com uma chance de {0}% ao atacar. O Escudo de Gelo aumenta a DEF em {2}% e inflige um debuff de Congelamento que reduz SPD em 1% no atacante a cada vez que é atingido, durante 5 turnos.",攻撃時に{0}%の確率で{1}ターン間、自分に氷の盾バフを付与します。氷の盾はDEFを{2}%分増加させ、攻撃を受けるたびに打撃者にSPDを1%減少させる凍傷デバフを5ターンの間付与します。,"Otorga un buff de Escudo de Hielo durante {1} turnos con una probabilidad del {0}% al atacar. El Escudo de Hielo aumenta la DEF en un {2}% e inflige un debuff de Congelación que reduce el SPD en un 1% al atacante cada vez que recibe un golpe, durante 5 turnos.",ให้บัฟฟ์ Ice Shield นาน {1} ตา ด้วยโอกาส {0}% เมื่อโจมตี บัฟฟ์ Ice Shield จะเพิ่ม DEF ขึ้น {2}% และให้ debuff Frostbite ลด SPD ของผู้โจมตี 1% ทุกครั้งที่ถูกโจมตี นาน 5 ตา,"Memberikan buff Ice Shield selama {1} putaran dengan kesempatan {0}% saat menyerang. Ice Shield meningkatkan DEF sebesar {2}% dan memberikan debuff Frostbite yang mengurangi SPD sebesar 1% kepada penyerang setiap kali terkena serangan, selama 5 putaran.","Предоставляет бафф Ледяного Щита на {1} ходов с вероятностью {0}% при атаке. Ледяной Щит увеличивает DEF на {2}% и накладывает дебафф Обморожения, снижающий SPD атакующего на 1% каждый раз, когда он получает удар, в течение 5 ходов.",攻击时有{0}%的概率为自己赋予{1}回合的冰盾BUFF。冰盾可将DEF提高{2}%，并且每次被击中时，使攻击者的SPD降低1%，持续5回合的冻伤Debuff。,攻擊時有{0}%的機率為自己賦予{1}回合的冰盾BUFF。冰盾可將DEF提高{2}%，並且每次被擊中時，使攻擊者的SPD降低1%，持續5回合的凍傷Debuff。,"Nagbibigay ng Ice Shield buff na tumatagal ng {1} turns na may {0}% tsansa kapag umaatake. Itataas ng Ice Shield ang DEF ng {2}% at magpapataw ng Frostbite debuff na magbabawas ng 1% sa SPD ng umaatake tuwing ito'y tatamaan, sa loob ng 5 turns.","Khi tấn công, nhân vật có {0}% xác suất nhận buff Khiên Băng kéo dài {1} lượt, tăng THỦ của nhân vật thêm {2}%. Ngoài ra, bất cứ khi nào nhân vật bị tấn công, Khiên Băng sẽ áp dụng debuff làm giảm 1% TỐC ĐỘ của bên tấn công, kéo dài trong 5 lượt."
