Key,English,Korean,Portuguese,Japanese,Spanish,Thai,Indonesian,Russian,ChineseSimplified,ChineseTraditional,Tagalog,Vietnam
SPEECH_RANKING_BOARD_FILTERED_0,Don't be afraid of the enemy in front of you. Have faith in yourself!,"눈 앞의 적을 두려워 하지 말고
자신의 내면을 믿어라!",Não tenha medo do novo inimigo à sua frente e confie em seu eu interior!,"目の前の敵を恐れるな
自分自身を信じるのだ！",No tengas miedo del enemigo al frente tuyo. !Ten fe en ti mismo!,ไม่ต้องกลัวศัตรูที่อยู่ต่อหน้าคุณ และจงเชื่อมั่นในตัวคุณเอง!,"Jangan takut dengan
musuh di depan Anda
percaya pada diri Anda sendiri!",,不要害怕在您面前的敌人。对自己有信心！,不要害怕眼前的敵人。對自己有信心！,Huwag kang matakot sa kalaban sa harapan mo. Magtiwala sa iyong sarili!,Đừng sợ kẻ thù trước mặt bạn. Co niêm tin vao bản thân!
SPEECH_RANKING_BOARD_ALL_0,Don't be afraid of the enemy in front of you. Have faith in yourself!,"눈 앞의 적을 두려워 하지 말고
자신의 내면을 믿어라!",Não tenha medo do novo inimigo à sua frente e confie em seu eu interior!,"目の前の敵を恐れるな
自分自身を信じるのだ！",No tengas miedo del enemigo al frente tuyo. !Ten fe en ti mismo!,ไม่ต้องกลัวศัตรูที่อยู่ต่อหน้าคุณ และจงเชื่อมั่นในตัวคุณเอง!,"Jangan takut dengan
musuh di depan Anda
percaya pada diri Anda sendiri!",,不要害怕面前的敌人。对自己有信心！,不要害怕眼前的敵人。對自己有信心！,Huwag kang matakot sa kalaban sa harapan mo. Magtiwala sa iyong sarili!,Đừng sợ kẻ thù trước mặt bạn. Co niêm tin vao bản thân!
SPEECH_SHOP_MOUSE_ENTER_0,Welcome to the market! You can buy and sell things here!,"괜찮은 물건을 제작했어?
그럼 여기 와서 팔아봐",Bem-vindo ao mercado!nova linha] Você pode comprar e vender coisas aqui!,"マーケットへようこそ！
ここではアイテムの売買ができるわ。",Bienvenido al mercado! Aqúi puedes comprar y vender cosas!,ยินดีต้อนรับสู่ตลาด! คุณสามารถซื้อและขายของได้ที่นี่!,"Selamat datang di pasar!
Anda dapat membeli dan menjual barang di sini!",,欢迎来到市场！您可以在这里买卖东西！,歡迎來到市場！你可以在這裡買賣東西！,Maligayang pagdating sa mercado! Maaari kang bumili at magbenta ng mga kagamitan dito!,Chào mừng đến với thị trường! Bạn có thể mua và bán những thứ ở đây!
SPEECH_SHOP_CLICK_0,"If you reach level {0}, you can enter the market.",{0} 레벨을 먼저 달성해야 해.,"Se você atingir o nível {0} ,
poderá entrar no mercado.",レベルが {0} になればマーケットに入れるわ。,"Si alcanzas el nivel {0}, puedes entrar al mercado.",คุณต้องมีเลเวล {0} ก่อน ถึงจะใช้ตลาดได้,"Jika Anda mencapai level {0},
Anda bisa memasuki pasar.",,如果达到{0}级，您可以进入市场。,如果您達到{0}級，您就可以進入市場。,"Kapag naabot mo ang antas {0}, maaari kang pumasok sa pamilihan.","Nếu bạn đạt đến cấp độ {0}, bạn có thể tham gia thị trường."
SPEECH_COMBINE_MOUSE_ENTER_0,"Want to craft equipment or food? If so, this is the right place.","전투로 재료를 모았나?
그럼 내게 오시게","Deseja fazer equipamento ou alimentos?
Aqui.",装備品や食料が欲しいならここだぜ。,Quieres hacer equipamiento o comida? Estás en el lugar correcto.,ต้องการจะทำอุปกรณ์หรืออาหาร? เชิญทางนี้ได้เลย,"Ingin membuat perlengkapan atau makanan?
Datang kemari.",,想要制作装备还是食物？这里。,想要製作裝備或食物嗎？那麼這就是正確的地方。,Gusto mo bang gumawa ng kagamitan o pagkain? Kung ganoon nasa tamang lugar ka.,"Bạn muốn chế tạo thiết bị hoặc thực phẩm? Nếu vậy, đây là nơi thích hợp."
SPEECH_COMBINE_CLICK_0,Do you want to craft items? You need to reach level {0} first.,{0} 레벨을 먼저 달성해야 해.,"Deseja criar itens?
Você precisa atingir o nível {0} primeiro.","アイテムを作りたいのか？
まずレベルを {0} まで上げないとな。",Quieres crear algún objeto? Primero necesitas llegar al nivel {0},คุณต้องการสร้างไอเท็ม? คุณจะต้องเลเวล {0} ก่อน,"Apakah Anda ingin membuat barang?
Anda harus mencapai level {0} terlebih dahulu.",,"您要制作工艺品吗？
您需要首先达到级别{0}。",你想製作物品嗎？您需要先達到{0}級。,Gusto mo bang gumawa ng mga aytem? Kailangan mong maabot ang antas na {0} bago mo ito magawa.,Bạn có muốn chế tạo các mặt hàng? Bạn cần đạt mức {0} trước.
SPEECH_RANK_MOUSE_ENTER_0,Do you want to know how strong you are? Check out the rankings here!,"영예의 전당에
이름을 올려라!","Você quer saber o quão forte você é?
Confira as classificações aqui!","自分の強さが知りたいか？
ここでランキングを確認するといい。",Te gustaría saber que tan fuerte eres? Puedes revisar los rankings aquí!,อยากรู้มั้ยว่าคุณแข็งแกร่งแค่ไหน? ตรวจสอบลีดเดอร์บอร์ดได้ที่นี่!,"Apakah Anda ingin tahu seberapa kuat Anda?
Lihat rangkingnya di sini!",,"您想知道自己的实力吗？
在此处查看排名！",你想知道你有多強嗎？在這裡查看排名！,Gusto mo bang malaman kung gaano ka kalakas? Tingnan ang mga ranggo dito!,Bạn có muốn biết bạn mạnh như thế nào không? Kiểm tra bảng xếp hạng ở đây!
SPEECH_RANK_CLICK_0,Stand back! You can't enter until you reach level {0}.,{0} 레벨을 먼저 달성해야 해.,"Se afastem!
Você não pode entrar até atingir o nível {0}.","立ち去れ！
ここにはレベル {0} にならないと入ることはできぬ。",Mantente atrás! No puedes entrar hasta que alcances el nivel {0},ถอยไป! คุณไม่สามารถเข้าได้จนกว่าจะถึงเลเวล {0},"Mundur!
Anda tidak bisa masuk sampai Anda mencapai level {0}.",,后退！直到达到级别{0}，您才能进入。,退後！達到等級 {0} 之前您無法進入。,Maghintay ka muna! Hindi ka pwedeng pumasok hangga't hindi mo naaabot ang antas na {0}.,Đứng lại! Bạn không thể nhập cho đến khi bạn đạt đến cấp độ {0}.
SPEECH_DUNGEON_MOUSE_ENTER_0,Press the portal below. Let's visit other worlds and join the battle!,"아래 마법진을 누르면
탐험을 시작할 수 있다옹","Pressione o portal abaixo.
Vamos visitar outros mundos e
participe da batalha!","この下の魔法陣から
冒険に出かけることができるよ",Ingresa al portal debajo. Vamos a visitar otros mundos y unirnos a la batalla!,กดพอร์ทัลด้านล่าง เพื่อไปโลกอื่นและ เข้าร่วมการต่อสู้!,"Tekan portal di bawah.
Mari kita kunjungi dunia lain dan
bergabung dalam pertempuran!",,"按下面的开关。
让我们参观其他世界并加入战斗吧！",按下面的門戶。讓我們訪問其他世界並加入戰鬥吧！,"Pindutin mo ang portal sa baba, Bisitahin nating ang ibang mundo and sumali sa labanan",Nhấn cổng bên dưới. Hãy ghé thăm các thế giới khác và tham gia trận chiến!
PLAYER_PROLOGUE_SPEECH_0,!!!,!!!,!!!,!!!,!!!,!!!,!!!,!!!,!!!,!!!,!!!,!!!
EV_22VALENTINE_0,Dvergr's chocolates were out of this world... Have a purr-fect Valentine's Day!,"드베르그의 초콜릿은 정말 끝내줬어
행복한 발렌타인 데이가 될 고양","Chocolates de Dvergr estavam fora deste mundo ...
Tenha o dia dos namorados do Purr-Fect!","ドヴェルグのチョコレートはすごすぎた...
パーフェクトなバレンタインデーになるんだにゃん！",Los chocolates de Dvergr's son de otro mundo... Que tengas un San Valentin Prrr-fecto!,ช็อคโกแลตของ Dvergr อร่อยที่สุด ขอให้มีวันวาเลนไทน์ที่ Purr-fect!,"Cokelat Dvergr keluar dari dunia ini ...
Miliki Hari Valentine Purr-Fect!","Шоколад Двергра были из этого мира ...
Есть день святого Валентина Пурр!","Dvergr的巧克力来自这个世界......
有宠物成本情人节！",Dvergr 的巧克力是世界上絕無僅有的......祝你情人節快樂！,Ang mga tsokolate ng Dvergr ay napakasarap... Magkaroon ka ng purr-fect na Araw ng mga Puso!,Sôcôla của Dvergr đã ra khỏi thế giới này ... có một ngày lễ tình nhân của Purr!
