id,cost_ap,turn_limit,hp_option,atk_option,def_option,cri_option,hit_option,spd_option,background,bgm,item1,item1_ratio,item1_min,item1_max,item2,item2_ratio,item2_min,item2_max,item3,item3_ratio,item3_min,item3_max,item4,item4_ratio,item4_min,item4_max,item5,item5_ratio,item5_min,item5_max,item6,item6_ratio,item6_min,item6_max,item7,item7_ratio,item7_min,item7_max,item8,item8_ratio,item8_min,item8_max,item9,item9_ratio,item9_min,item9_max,item10,item10_ratio,item10_min,item10_max,min_drop,max_drop
101,5,150,291,207,207,0,207,207,chapter_03_01,bgm_svartalfheim_01,303202,0.1,1,3,303301,0.1,1,3,303401,0.1,1,3,306040,0.17,2,3,306044,0.2,2,3,306003,0.15,2,3,306004,0.12,2,3,306005,0.06,2,3,,,,,,,,,3,4
102,5,150,303,216,216,0,216,216,chapter_03_01,bgm_svartalfheim_01,303102,0.1,1,3,303202,0.1,1,3,303301,0.1,1,3,306040,0.17,2,3,306041,0.2,2,3,306026,0.15,2,3,306027,0.12,2,3,306028,0.06,2,3,,,,,,,,,3,4
103,5,150,331,236,236,0,236,236,chapter_03_02,bgm_svartalfheim_02,303002,0.1,1,3,303102,0.1,1,3,303302,0.1,1,3,306040,0.17,2,3,306043,0.2,2,3,306012,0.15,2,3,306013,0.12,2,3,306014,0.06,2,3,,,,,,,,,3,4
104,5,150,272,194,194,0,194,194,chapter_03_01,bgm_svartalfheim_01,303202,0.1,1,3,303302,0.1,1,3,303401,0.1,1,3,306040,0.17,2,3,306042,0.2,2,3,306050,0.15,2,3,306051,0.12,2,3,306052,0.06,2,3,,,,,,,,,3,4
105,5,150,303,216,216,0,216,216,chapter_03_01,bgm_svartalfheim_01,303202,0.1,1,3,303302,0.1,1,3,303401,0.1,1,3,306040,0.17,2,3,306043,0.2,2,3,306012,0.15,2,3,306013,0.12,2,3,306014,0.06,2,3,,,,,,,,,3,4
106,5,150,331,236,236,0,236,236,chapter_03_02,bgm_svartalfheim_02,303002,0.1,1,3,303102,0.1,1,3,303401,0.1,1,3,306040,0.17,2,3,306043,0.2,2,3,306012,0.15,2,3,306013,0.12,2,3,306014,0.06,2,3,,,,,,,,,3,4
107,5,150,318,227,227,0,227,227,chapter_03_01,bgm_svartalfheim_01,303102,0.1,1,3,303302,0.1,1,3,303401,0.1,1,3,306040,0.17,2,3,306042,0.2,2,3,306050,0.15,2,3,306051,0.12,2,3,306052,0.06,2,3,,,,,,,,,3,4
108,5,150,318,226,226,0,226,226,chapter_03_02,bgm_svartalfheim_02,303002,0.1,1,3,303302,0.1,1,3,303401,0.1,1,3,306040,0.17,2,3,306044,0.2,2,3,306003,0.15,2,3,306004,0.12,2,3,306005,0.06,2,3,,,,,,,,,3,4
109,5,150,272,194,194,0,194,194,chapter_03_01,bgm_svartalfheim_01,303002,0.1,1,3,303102,0.1,1,3,303401,0.1,1,3,306040,0.17,2,3,306042,0.2,2,3,306050,0.15,2,3,306051,0.12,2,3,306052,0.06,2,3,,,,,,,,,3,4
110,5,150,340,242,242,0,242,242,chapter_03_03,bgm_svartalfheim_03,303002,0.1,1,3,303302,0.1,1,3,303401,0.1,1,3,306040,0.17,2,3,306041,0.2,2,3,306026,0.15,2,3,306027,0.12,2,3,306028,0.06,2,3,,,,,,,,,3,4
111,5,150,303,216,216,0,216,216,chapter_03_01,bgm_svartalfheim_01,303002,0.1,1,3,303202,0.1,1,3,303302,0.1,1,3,306040,0.17,2,3,306043,0.2,2,3,306012,0.15,2,3,306013,0.12,2,3,306014,0.06,2,3,,,,,,,,,3,4
112,5,150,303,216,216,0,216,216,chapter_03_01,bgm_svartalfheim_01,303002,0.1,1,3,303202,0.1,1,3,303302,0.1,1,3,306040,0.17,2,3,306041,0.2,2,3,306026,0.15,2,3,306027,0.12,2,3,306028,0.06,2,3,,,,,,,,,3,4
113,5,150,345,246,246,0,246,246,chapter_03_02,bgm_svartalfheim_02,303102,0.1,1,3,303302,0.1,1,3,303401,0.1,1,3,306040,0.17,2,3,306044,0.2,2,3,306003,0.15,2,3,306004,0.12,2,3,306005,0.06,2,3,,,,,,,,,3,4
114,5,150,318,227,227,0,227,227,chapter_03_01,bgm_svartalfheim_01,303102,0.1,1,3,303302,0.1,1,3,303401,0.1,1,3,306040,0.17,2,3,306042,0.2,2,3,306050,0.15,2,3,306051,0.12,2,3,306052,0.06,2,3,,,,,,,,,3,4
115,5,150,318,227,227,0,227,227,chapter_03_01,bgm_svartalfheim_01,303102,0.1,1,3,303202,0.1,1,3,303302,0.1,1,3,306040,0.17,2,3,306043,0.2,2,3,306012,0.15,2,3,306013,0.12,2,3,306014,0.06,2,3,,,,,,,,,3,4
116,5,150,345,246,246,0,246,246,chapter_03_02,bgm_svartalfheim_02,303002,0.1,1,3,303302,0.1,1,3,303401,0.1,1,3,306040,0.17,2,3,306041,0.2,2,3,306026,0.15,2,3,306027,0.12,2,3,306028,0.06,2,3,,,,,,,,,3,4
117,5,150,331,236,236,0,236,236,chapter_03_01,bgm_svartalfheim_01,303002,0.1,1,3,303202,0.1,1,3,303401,0.1,1,3,306040,0.17,2,3,306042,0.2,2,3,306050,0.15,2,3,306051,0.12,2,3,306052,0.06,2,3,,,,,,,,,3,4
118,5,150,331,236,236,0,236,236,chapter_03_02,bgm_svartalfheim_02,303002,0.1,1,3,303302,0.1,1,3,303402,0.1,1,3,306040,0.17,2,3,306043,0.2,2,3,306012,0.15,2,3,306013,0.12,2,3,306014,0.06,2,3,,,,,,,,,3,4
119,5,150,316,225,225,0,225,225,chapter_03_01,bgm_svartalfheim_01,303102,0.1,1,3,303202,0.1,1,3,303402,0.1,1,3,306040,0.17,2,3,306044,0.2,2,3,306003,0.15,2,3,306004,0.12,2,3,306005,0.06,2,3,,,,,,,,,3,4
120,5,150,332,237,237,0,237,237,chapter_03_03,bgm_svartalfheim_03,303102,0.1,1,3,303302,0.1,1,3,303402,0.1,1,3,306040,0.17,2,3,306043,0.2,2,3,306012,0.15,2,3,306013,0.12,2,3,306014,0.06,2,3,,,,,,,,,3,4
121,5,150,357,254,254,0,254,254,chapter_03_01,bgm_svartalfheim_01,303002,0.1,1,3,303102,0.1,1,3,303202,0.1,1,3,306040,0.17,2,3,306041,0.2,2,3,306026,0.15,2,3,306027,0.12,2,3,306028,0.06,2,3,,,,,,,,,3,4
122,5,150,357,254,254,0,254,254,chapter_03_01,bgm_svartalfheim_01,303002,0.1,1,3,303102,0.1,1,3,303402,0.1,1,3,306040,0.17,2,3,306044,0.2,2,3,306003,0.15,2,3,306004,0.12,2,3,306005,0.06,2,3,,,,,,,,,3,4
123,5,150,363,259,259,0,259,259,chapter_03_02,bgm_svartalfheim_02,303002,0.1,1,3,303202,0.1,1,3,303402,0.1,1,3,306040,0.17,2,3,306042,0.2,2,3,306050,0.15,2,3,306051,0.12,2,3,306052,0.06,2,3,,,,,,,,,3,4
124,5,150,372,266,266,0,266,266,chapter_03_01,bgm_svartalfheim_01,303102,0.1,1,3,303202,0.1,1,3,303402,0.1,1,3,306040,0.17,2,3,306043,0.2,2,3,306012,0.15,2,3,306013,0.12,2,3,306014,0.06,2,3,,,,,,,,,3,4
125,5,150,339,242,242,0,242,242,chapter_03_01,bgm_svartalfheim_01,303002,0.1,1,3,303102,0.1,1,3,303402,0.1,1,3,306040,0.17,2,3,306042,0.2,2,3,306050,0.15,2,3,306051,0.12,2,3,306052,0.06,2,3,,,,,,,,,3,4
126,5,150,380,270,270,0,270,270,chapter_03_02,bgm_svartalfheim_02,303002,0.1,1,3,303202,0.1,1,3,303402,0.1,1,3,306040,0.17,2,3,306041,0.2,2,3,306026,0.15,2,3,306027,0.12,2,3,306028,0.06,2,3,,,,,,,,,3,4
127,5,150,339,242,242,0,242,242,chapter_03_01,bgm_svartalfheim_01,303102,0.1,1,3,303202,0.1,1,3,303302,0.1,1,3,306040,0.17,2,3,306044,0.2,2,3,306003,0.15,2,3,306004,0.12,2,3,306005,0.06,2,3,,,,,,,,,3,4
128,5,150,355,254,254,0,254,254,chapter_03_02,bgm_svartalfheim_02,303102,0.1,1,3,303202,0.1,1,3,303302,0.1,1,3,306040,0.17,2,3,306042,0.2,2,3,306050,0.15,2,3,306051,0.12,2,3,306052,0.06,2,3,,,,,,,,,3,4
129,5,150,339,242,242,0,242,242,chapter_03_01,bgm_svartalfheim_01,303002,0.1,1,3,303202,0.1,1,3,303402,0.1,1,3,306040,0.17,2,3,306042,0.2,2,3,306050,0.15,2,3,306051,0.12,2,3,306052,0.06,2,3,,,,,,,,,3,4
130,5,150,379,270,270,0,270,270,chapter_03_03,bgm_svartalfheim_03,303002,0.1,1,3,303102,0.1,1,3,303302,0.1,1,3,306040,0.17,2,3,306044,0.2,2,3,306003,0.15,2,3,306004,0.12,2,3,306005,0.06,2,3,,,,,,,,,3,4
131,5,150,376,268,268,0,268,268,chapter_03_01,bgm_svartalfheim_01,303102,0.1,1,3,303302,0.1,1,3,303402,0.1,1,3,306040,0.17,2,3,306043,0.2,2,3,306012,0.15,2,3,306013,0.12,2,3,306014,0.06,2,3,,,,,,,,,4,4
132,5,150,394,281,281,0,281,281,chapter_03_01,bgm_svartalfheim_01,303002,0.1,1,3,303202,0.1,1,3,303302,0.1,1,3,306040,0.17,2,3,306041,0.2,2,3,306026,0.15,2,3,306027,0.12,2,3,306028,0.06,2,3,,,,,,,,,4,4
133,5,150,398,284,284,0,284,284,chapter_03_02,bgm_svartalfheim_02,303102,0.1,1,3,303302,0.1,1,3,303402,0.1,1,3,306040,0.17,2,3,306044,0.2,2,3,306003,0.15,2,3,306004,0.12,2,3,306005,0.06,2,3,,,,,,,,,4,4
134,5,150,413,295,295,0,295,295,chapter_03_01,bgm_svartalfheim_01,303102,0.1,1,3,303302,0.1,1,3,303402,0.1,1,3,306040,0.17,2,3,306042,0.2,2,3,306050,0.15,2,3,306051,0.12,2,3,306052,0.06,2,3,,,,,,,,,4,4
135,5,150,433,309,309,0,309,309,chapter_03_01,bgm_svartalfheim_01,303002,0.1,1,3,303202,0.1,1,3,303302,0.1,1,3,306040,0.17,2,3,306043,0.2,2,3,306012,0.15,2,3,306013,0.12,2,3,306014,0.06,2,3,,,,,,,,,4,4
136,5,150,397,283,283,0,283,283,chapter_03_02,bgm_svartalfheim_02,303102,0.1,1,3,303302,0.1,1,3,303402,0.1,1,3,306040,0.17,2,3,306044,0.2,2,3,306003,0.15,2,3,306004,0.12,2,3,306005,0.06,2,3,,,,,,,,,4,4
137,5,150,412,294,294,0,294,294,chapter_03_01,bgm_svartalfheim_01,303102,0.1,1,3,303302,0.1,1,3,303402,0.1,1,3,306040,0.17,2,3,306042,0.2,2,3,306050,0.15,2,3,306051,0.12,2,3,306052,0.06,2,3,,,,,,,,,4,4
138,5,150,375,267,267,0,267,267,chapter_03_02,bgm_svartalfheim_02,303002,0.1,1,3,303102,0.1,1,3,303302,0.1,1,3,306040,0.17,2,3,306043,0.2,2,3,306012,0.15,2,3,306013,0.12,2,3,306014,0.06,2,3,,,,,,,,,4,4
139,5,150,393,280,280,0,280,280,chapter_03_01,bgm_svartalfheim_01,303002,0.1,1,3,303102,0.1,1,3,303302,0.1,1,3,306040,0.17,2,3,306041,0.2,2,3,306026,0.15,2,3,306027,0.12,2,3,306028,0.06,2,3,,,,,,,,,4,4
140,5,150,438,312,312,0,312,312,chapter_03_03,bgm_svartalfheim_03,303202,0.1,1,3,303302,0.1,1,3,303402,0.1,1,3,306040,0.17,2,3,306041,0.2,2,3,306026,0.15,2,3,306027,0.12,2,3,306028,0.06,2,3,,,,,,,,,4,4
141,5,150,393,280,280,0,280,280,chapter_03_01,bgm_svartalfheim_01,303102,0.1,1,3,303202,0.1,1,3,303402,0.1,1,3,306040,0.17,2,3,306044,0.2,2,3,306003,0.15,2,3,306004,0.12,2,3,306005,0.06,2,3,,,,,,,,,4,4
142,5,150,412,294,294,0,294,294,chapter_03_01,bgm_svartalfheim_01,303102,0.1,1,3,303202,0.1,1,3,303302,0.1,1,3,306040,0.17,2,3,306044,0.2,2,3,306003,0.15,2,3,306004,0.12,2,3,306005,0.06,2,3,,,,,,,,,4,4
143,5,150,435,310,310,0,310,310,chapter_03_02,bgm_svartalfheim_02,303002,0.1,1,3,303202,0.1,1,3,303302,0.1,1,3,306040,0.17,2,3,306041,0.2,2,3,306026,0.15,2,3,306027,0.12,2,3,306028,0.06,2,3,,,,,,,,,4,4
144,5,150,374,267,267,0,267,267,chapter_03_01,bgm_svartalfheim_01,303002,0.1,1,3,303202,0.1,1,3,303402,0.1,1,3,306040,0.17,2,3,306042,0.2,2,3,306050,0.15,2,3,306051,0.12,2,3,306052,0.06,2,3,,,,,,,,,4,4
145,5,150,374,267,267,0,267,267,chapter_03_01,bgm_svartalfheim_01,303002,0.1,1,3,303202,0.1,1,3,303302,0.1,1,3,306040,0.17,2,3,306044,0.2,2,3,306003,0.15,2,3,306004,0.12,2,3,306005,0.06,2,3,,,,,,,,,4,4
146,5,150,382,272,272,0,272,272,chapter_03_02,bgm_svartalfheim_02,303002,0.1,1,3,303102,0.1,1,3,303302,0.1,1,3,306040,0.17,2,3,306041,0.2,2,3,306026,0.15,2,3,306027,0.12,2,3,306028,0.06,2,3,,,,,,,,,4,4
147,5,150,368,262,262,0,262,262,chapter_03_01,bgm_svartalfheim_01,303002,0.1,1,3,303302,0.1,1,3,303402,0.1,1,3,306040,0.17,2,3,306043,0.2,2,3,306012,0.15,2,3,306013,0.12,2,3,306014,0.06,2,3,,,,,,,,,4,4
148,5,150,325,232,232,0,232,232,chapter_03_02,bgm_svartalfheim_02,303002,0.1,1,3,303302,0.1,1,3,303402,0.1,1,3,306040,0.17,2,3,306044,0.2,2,3,306003,0.15,2,3,306004,0.12,2,3,306005,0.06,2,3,,,,,,,,,4,4
149,5,150,310,221,221,0,221,221,chapter_03_01,bgm_svartalfheim_01,303002,0.1,1,3,303102,0.1,1,3,303302,0.1,1,3,306040,0.17,2,3,306041,0.2,2,3,306026,0.15,2,3,306027,0.12,2,3,306028,0.06,2,3,,,,,,,,,4,4
150,5,150,310,221,221,0,221,221,chapter_03_03,bgm_svartalfheim_03,303002,0.1,1,3,303102,0.1,1,3,303402,0.1,1,3,306040,0.17,2,3,306042,0.2,2,3,306050,0.15,2,3,306051,0.12,2,3,306052,0.06,2,3,,,,,,,,,4,4
151,5,150,438,312,312,0,375,312,chapter_04_01,bgm_asgard_01,303002,0.1,1,3,303102,0.1,1,3,303402,0.1,1,3,306040,0.17,2,3,306042,0.2,2,3,306050,0.15,2,3,306051,0.12,2,3,306052,0.06,2,3,,,,,,,,,4,4
152,5,150,437,312,312,0,374,312,chapter_04_01,bgm_asgard_01,303002,0.1,1,3,303202,0.1,1,3,303402,0.1,1,3,306040,0.17,2,3,306041,0.2,2,3,306026,0.15,2,3,306027,0.12,2,3,306028,0.06,2,3,,,,,,,,,4,4
153,5,150,461,329,329,0,395,329,chapter_04_01,bgm_asgard_01,303002,0.1,1,3,303102,0.1,1,3,303302,0.1,1,3,306040,0.17,2,3,306041,0.2,2,3,306026,0.15,2,3,306027,0.12,2,3,306028,0.06,2,3,,,,,,,,,4,4
154,5,150,460,328,328,0,394,328,chapter_04_01,bgm_asgard_01,303002,0.1,1,3,303302,0.1,1,3,303402,0.1,1,3,306040,0.17,2,3,306044,0.2,2,3,306003,0.15,2,3,306004,0.12,2,3,306005,0.06,2,3,,,,,,,,,4,4
155,5,150,460,328,328,0,394,328,chapter_04_01,bgm_asgard_01,303102,0.1,1,3,303202,0.1,1,3,303402,0.1,1,3,306040,0.17,2,3,306041,0.2,2,3,306026,0.15,2,3,306027,0.12,2,3,306028,0.06,2,3,,,,,,,,,4,4
156,5,150,459,327,327,0,393,327,chapter_04_01,bgm_asgard_01,303102,0.1,1,3,303202,0.1,1,3,303302,0.1,1,3,306040,0.17,2,3,306041,0.2,2,3,306026,0.15,2,3,306027,0.12,2,3,306028,0.06,2,3,,,,,,,,,4,4
157,5,150,459,327,327,0,393,327,chapter_04_01,bgm_asgard_01,303102,0.1,1,3,303302,0.1,1,3,303402,0.1,1,3,306040,0.17,2,3,306043,0.2,2,3,306012,0.15,2,3,306013,0.12,2,3,306014,0.06,2,3,,,,,,,,,4,4
158,5,150,458,327,327,0,393,327,chapter_04_01,bgm_asgard_01,303002,0.1,1,3,303102,0.1,1,3,303402,0.1,1,3,306040,0.17,2,3,306043,0.2,2,3,306012,0.15,2,3,306013,0.12,2,3,306014,0.06,2,3,,,,,,,,,4,4
159,5,150,458,327,327,0,393,327,chapter_04_01,bgm_asgard_01,303002,0.1,1,3,303202,0.1,1,3,303302,0.1,1,3,306040,0.17,2,3,306044,0.2,2,3,306003,0.15,2,3,306004,0.12,2,3,306005,0.06,2,3,,,,,,,,,4,4
160,5,150,457,326,326,0,392,326,chapter_04_01,bgm_asgard_01,303002,0.1,1,3,303202,0.1,1,3,303402,0.1,1,3,306040,0.17,2,3,306042,0.2,2,3,306050,0.15,2,3,306051,0.12,2,3,306052,0.06,2,3,,,,,,,,,4,4
161,5,150,506,361,361,0,433,361,chapter_04_01,bgm_asgard_01,303002,0.1,1,3,303102,0.1,1,3,303402,0.1,1,3,306040,0.17,2,3,306042,0.2,2,3,306050,0.15,2,3,306051,0.12,2,3,306052,0.06,2,3,,,,,,,,,4,4
162,5,150,530,378,378,0,454,378,chapter_04_01,bgm_asgard_01,303002,0.1,1,3,303202,0.1,1,3,303402,0.1,1,3,306040,0.17,2,3,306041,0.2,2,3,306026,0.15,2,3,306027,0.12,2,3,306028,0.06,2,3,,,,,,,,,4,4
163,5,150,529,377,377,0,453,377,chapter_04_01,bgm_asgard_01,303102,0.1,1,3,303202,0.1,1,3,303402,0.1,1,3,306040,0.17,2,3,306041,0.2,2,3,306026,0.15,2,3,306027,0.12,2,3,306028,0.06,2,3,,,,,,,,,4,4
164,5,150,505,360,360,0,432,360,chapter_04_01,bgm_asgard_01,303102,0.1,1,3,303202,0.1,1,3,303402,0.1,1,3,306040,0.17,2,3,306042,0.2,2,3,306050,0.15,2,3,306051,0.12,2,3,306052,0.06,2,3,,,,,,,,,4,4
165,5,150,528,376,376,0,452,376,chapter_04_01,bgm_asgard_01,303002,0.1,1,3,303302,0.1,1,3,303402,0.1,1,3,306040,0.17,2,3,306043,0.2,2,3,306012,0.15,2,3,306013,0.12,2,3,306014,0.06,2,3,,,,,,,,,4,4
166,5,150,480,342,342,0,411,342,chapter_04_02,bgm_asgard_02,303002,0.1,1,3,303102,0.1,1,3,303402,0.1,1,3,306040,0.17,2,3,306042,0.2,2,3,306050,0.15,2,3,306051,0.12,2,3,306052,0.06,2,3,,,,,,,,,4,4
167,5,150,479,342,342,0,410,342,chapter_04_02,bgm_asgard_02,303002,0.1,1,3,303102,0.1,1,3,303302,0.1,1,3,306040,0.17,2,3,306042,0.2,2,3,306050,0.15,2,3,306051,0.12,2,3,306052,0.06,2,3,,,,,,,,,4,4
168,5,150,479,342,342,0,410,342,chapter_04_02,bgm_asgard_02,303002,0.1,1,3,303202,0.1,1,3,303302,0.1,1,3,306040,0.17,2,3,306043,0.2,2,3,306012,0.15,2,3,306013,0.12,2,3,306014,0.06,2,3,,,,,,,,,4,4
169,5,150,502,359,359,0,430,359,chapter_04_02,bgm_asgard_02,303002,0.1,1,3,303202,0.1,1,3,303302,0.1,1,3,306040,0.17,2,3,306041,0.2,2,3,306026,0.15,2,3,306027,0.12,2,3,306028,0.06,2,3,,,,,,,,,4,4
170,5,150,478,341,341,0,409,341,chapter_04_02,bgm_asgard_02,303202,0.1,1,3,303302,0.1,1,3,303402,0.1,1,3,306040,0.17,2,3,306043,0.2,2,3,306012,0.15,2,3,306013,0.12,2,3,306014,0.06,2,3,,,,,,,,,4,4
171,5,150,550,392,392,0,471,392,chapter_04_02,bgm_asgard_02,303102,0.1,1,3,303202,0.1,1,3,303402,0.1,1,3,306040,0.17,2,3,306043,0.2,2,3,306012,0.15,2,3,306013,0.12,2,3,306014,0.06,2,3,,,,,,,,,4,4
172,5,150,497,355,355,0,426,355,chapter_04_02,bgm_asgard_02,303102,0.1,1,3,303302,0.1,1,3,303402,0.1,1,3,306040,0.17,2,3,306042,0.2,2,3,306050,0.15,2,3,306051,0.12,2,3,306052,0.06,2,3,,,,,,,,,4,4
173,5,150,523,373,373,0,448,373,chapter_04_02,bgm_asgard_02,303002,0.1,1,3,303202,0.1,1,3,303402,0.1,1,3,306040,0.17,2,3,306042,0.2,2,3,306050,0.15,2,3,306051,0.12,2,3,306052,0.06,2,3,,,,,,,,,4,4
174,5,150,523,373,373,0,448,373,chapter_04_02,bgm_asgard_02,303002,0.1,1,3,303202,0.1,1,3,303402,0.1,1,3,306040,0.17,2,3,306042,0.2,2,3,306050,0.15,2,3,306051,0.12,2,3,306052,0.06,2,3,,,,,,,,,4,4
175,5,150,548,390,390,0,469,390,chapter_04_02,bgm_asgard_02,303002,0.1,1,3,303102,0.1,1,3,303202,0.1,1,3,306040,0.17,2,3,306042,0.2,2,3,306050,0.15,2,3,306051,0.12,2,3,306052,0.06,2,3,,,,,,,,,4,4
176,5,150,469,335,335,0,402,335,chapter_04_02,bgm_asgard_02,303102,0.1,1,3,303202,0.1,1,3,303302,0.1,1,3,306040,0.17,2,3,306041,0.2,2,3,306026,0.15,2,3,306027,0.12,2,3,306028,0.06,2,3,,,,,,,,,4,4
177,5,150,574,409,409,0,491,409,chapter_04_02,bgm_asgard_02,303002,0.1,1,3,303302,0.1,1,3,303402,0.1,1,3,306040,0.17,2,3,306044,0.2,2,3,306003,0.15,2,3,306004,0.12,2,3,306005,0.06,2,3,,,,,,,,,4,4
178,5,150,547,390,390,0,468,390,chapter_04_02,bgm_asgard_02,303002,0.1,1,3,303202,0.1,1,3,303402,0.1,1,3,306040,0.17,2,3,306041,0.2,2,3,306026,0.15,2,3,306027,0.12,2,3,306028,0.06,2,3,,,,,,,,,4,4
179,5,150,547,390,390,0,468,390,chapter_04_02,bgm_asgard_02,303102,0.1,1,3,303302,0.1,1,3,303402,0.1,1,3,306040,0.17,2,3,306044,0.2,2,3,306003,0.15,2,3,306004,0.12,2,3,306005,0.06,2,3,,,,,,,,,4,4
180,5,150,600,429,429,0,514,429,chapter_04_02,bgm_asgard_02,303002,0.1,1,3,303202,0.1,1,3,303402,0.1,1,3,306040,0.17,2,3,306044,0.2,2,3,306003,0.15,2,3,306004,0.12,2,3,306005,0.06,2,3,,,,,,,,,4,4
181,5,150,546,389,389,0,467,389,chapter_04_02,bgm_asgard_02,303002,0.1,1,3,303302,0.1,1,3,303402,0.1,1,3,306040,0.17,2,3,306042,0.2,2,3,306050,0.15,2,3,306051,0.12,2,3,306052,0.06,2,3,,,,,,,,,4,4
182,5,150,520,371,371,0,445,371,chapter_04_02,bgm_asgard_02,303002,0.1,1,3,303102,0.1,1,3,303202,0.1,1,3,306040,0.17,2,3,306043,0.2,2,3,306012,0.15,2,3,306013,0.12,2,3,306014,0.06,2,3,,,,,,,,,4,4
183,5,150,490,349,349,0,420,349,chapter_04_03,bgm_asgard_03,303102,0.1,1,3,303202,0.1,1,3,303302,0.1,1,3,306040,0.17,2,3,306043,0.2,2,3,306012,0.15,2,3,306013,0.12,2,3,306014,0.06,2,3,,,,,,,,,4,4
184,5,150,519,370,370,0,444,370,chapter_04_03,bgm_asgard_03,303002,0.1,1,3,303102,0.1,1,3,303302,0.1,1,3,306040,0.17,2,3,306044,0.2,2,3,306003,0.15,2,3,306004,0.12,2,3,306005,0.06,2,3,,,,,,,,,4,4
185,5,150,518,370,370,0,444,370,chapter_04_03,bgm_asgard_03,303002,0.1,1,3,303102,0.1,1,3,303302,0.1,1,3,306040,0.17,2,3,306041,0.2,2,3,306026,0.15,2,3,306027,0.12,2,3,306028,0.06,2,3,,,,,,,,,4,4
186,5,150,643,458,458,0,551,458,chapter_04_03,bgm_asgard_03,303002,0.1,1,3,303202,0.1,1,3,303302,0.1,1,3,306040,0.17,2,3,306044,0.2,2,3,306003,0.15,2,3,306004,0.12,2,3,306005,0.06,2,3,,,,,,,,,4,4
187,5,150,584,417,417,0,500,417,chapter_04_03,bgm_asgard_03,303002,0.1,1,3,303203,0.1,1,3,303302,0.1,1,3,306040,0.17,2,3,306041,0.2,2,3,306026,0.15,2,3,306027,0.12,2,3,306028,0.06,2,3,,,,,,,,,4,4
188,5,150,584,417,417,0,500,417,chapter_04_03,bgm_asgard_03,303002,0.1,1,3,303203,0.1,1,3,303402,0.1,1,3,306040,0.17,2,3,306044,0.2,2,3,306003,0.15,2,3,306004,0.12,2,3,306005,0.06,2,3,,,,,,,,,4,4
189,5,150,612,436,436,0,523,436,chapter_04_03,bgm_asgard_03,303203,0.1,1,3,303302,0.1,1,3,303402,0.1,1,3,306040,0.17,2,3,306041,0.2,2,3,306026,0.15,2,3,306027,0.12,2,3,306028,0.06,2,3,,,,,,,,,4,4
190,5,150,641,457,457,0,548,457,chapter_04_03,bgm_asgard_03,303102,0.1,1,3,303302,0.1,1,3,303402,0.1,1,3,306040,0.17,2,3,306041,0.2,2,3,306026,0.15,2,3,306027,0.12,2,3,306028,0.06,2,3,,,,,,,,,4,4
191,5,150,642,458,458,0,550,458,chapter_04_03,bgm_asgard_03,303002,0.1,1,3,303302,0.1,1,3,303402,0.1,1,3,306040,0.17,2,3,306044,0.2,2,3,306003,0.15,2,3,306004,0.12,2,3,306005,0.06,2,3,,,,,,,,,4,4
192,5,150,641,457,457,0,549,457,chapter_04_03,bgm_asgard_03,303102,0.1,1,3,303203,0.1,1,3,303302,0.1,1,3,306040,0.17,2,3,306044,0.2,2,3,306003,0.15,2,3,306004,0.12,2,3,306005,0.06,2,3,,,,,,,,,4,4
193,5,150,641,457,457,0,549,457,chapter_04_03,bgm_asgard_03,303002,0.1,1,3,303102,0.1,1,3,303302,0.1,1,3,306040,0.17,2,3,306042,0.2,2,3,306050,0.15,2,3,306051,0.12,2,3,306052,0.06,2,3,,,,,,,,,4,4
194,5,150,552,394,394,0,473,394,chapter_04_03,bgm_asgard_03,303203,0.1,1,3,303302,0.1,1,3,303402,0.1,1,3,306040,0.17,2,3,306042,0.2,2,3,306050,0.15,2,3,306051,0.12,2,3,306052,0.06,2,3,,,,,,,,,4,4
195,5,150,534,381,381,0,457,381,chapter_04_03,bgm_asgard_03,303102,0.1,1,3,303203,0.1,1,3,303302,0.1,1,3,306040,0.17,2,3,306044,0.2,2,3,306003,0.15,2,3,306004,0.12,2,3,306005,0.06,2,3,,,,,,,,,4,4
196,5,150,606,432,432,0,519,432,chapter_04_03,bgm_asgard_03,303002,0.1,1,3,303302,0.1,1,3,303402,0.1,1,3,306040,0.17,2,3,306044,0.2,2,3,306003,0.15,2,3,306004,0.12,2,3,306005,0.06,2,3,,,,,,,,,4,4
197,5,150,603,430,430,0,516,430,chapter_04_03,bgm_asgard_03,303002,0.1,1,3,303203,0.1,1,3,303402,0.1,1,3,306040,0.17,2,3,306042,0.2,2,3,306050,0.15,2,3,306051,0.12,2,3,306052,0.06,2,3,,,,,,,,,4,4
198,5,150,574,410,410,0,492,410,chapter_04_03,bgm_asgard_03,303203,0.1,1,3,303302,0.1,1,3,303402,0.1,1,3,306040,0.17,2,3,306041,0.2,2,3,306026,0.15,2,3,306027,0.12,2,3,306028,0.06,2,3,,,,,,,,,4,4
199,5,150,484,345,345,0,414,345,chapter_04_03,bgm_asgard_03,303203,0.1,1,3,303302,0.1,1,3,303402,0.1,1,3,306040,0.17,2,3,306044,0.2,2,3,306003,0.15,2,3,306004,0.12,2,3,306005,0.06,2,3,,,,,,,,,4,4
