id,wave,monster1_id,monster1_level,monster1_count,monster2_id,monster2_level,monster2_count,monster3_id,monster3_level,monster3_count,monster4_id,monster4_level,monster4_count,is_boss,reward,cost_ap,turn_limit
72,5,203000,11,2,203001,11,2,,,,,,,0,0,5,100
72,6,203001,11,4,203004,11,1,,,,,,,0,72,5,100
73,1,203001,10,5,,,,,,,,,,0,0,5,100
73,2,203005,11,3,203006,11,1,,,,,,,0,0,5,100
73,3,203001,11,5,,,,,,,,,,0,0,5,100
73,4,203001,11,5,,,,,,,,,,0,0,5,100
73,5,203005,11,3,203006,11,1,,,,,,,0,0,5,100
73,6,203005,11,3,203006,11,1,,,,,,,0,73,5,100
74,1,203000,10,1,203001,10,1,203002,10,3,,,,0,0,5,100
74,2,203005,11,3,203006,11,1,,,,,,,0,0,5,100
74,3,203000,11,1,203001,11,1,203002,11,3,,,,0,0,5,100
74,4,203005,11,3,203006,11,1,,,,,,,0,0,5,100
74,5,203005,11,3,203006,11,1,,,,,,,0,0,5,100
74,6,203000,11,1,203001,11,1,203002,11,3,,,,0,0,5,100
74,7,203005,11,3,203006,11,1,,,,,,,0,74,5,100
75,1,203000,11,1,203002,11,3,203003,11,1,,,,0,0,5,100
75,2,203003,12,2,203005,12,3,,,,,,,0,0,5,100
75,3,203003,12,2,203005,12,3,,,,,,,0,0,5,100
75,4,203003,12,2,203005,12,3,,,,,,,0,0,5,100
75,5,203000,12,1,203002,12,3,203003,12,1,,,,0,0,5,100
75,6,203002,12,4,203003,12,1,203005,12,1,,,,0,75,5,100
76,1,203001,11,1,203002,11,2,204000,11,2,,,,0,0,5,100
76,2,203003,12,2,203005,12,3,,,,,,,0,0,5,100
76,3,203003,12,2,203005,12,3,,,,,,,0,0,5,100
76,4,203001,12,1,203002,12,2,204000,12,2,,,,0,0,5,100
76,5,203003,12,2,203005,12,3,,,,,,,0,76,5,100
77,1,203004,11,1,203005,11,2,,,,,,,0,0,5,100
77,2,203003,12,2,203004,12,1,203005,12,2,,,,0,0,5,100
77,3,203003,12,2,203004,12,1,203005,12,2,,,,0,0,5,100
77,4,203004,12,1,203005,12,2,,,,,,,0,0,5,100
77,5,203004,12,1,203005,12,2,,,,,,,0,0,5,100
77,6,203003,12,2,203004,12,1,203005,12,2,,,,0,77,5,100
78,1,203004,12,2,204001,12,3,,,,,,,0,0,5,100
78,2,203003,13,2,203004,13,1,203005,13,2,,,,0,0,5,100
78,3,203004,13,2,204001,13,3,,,,,,,0,0,5,100
78,4,203004,13,2,204001,13,3,,,,,,,0,0,5,100
78,5,203004,13,2,204001,13,3,,,,,,,0,0,5,100
78,6,203003,13,2,203004,13,1,203005,13,2,,,,0,78,5,100
79,1,203005,12,2,204001,12,3,,,,,,,0,0,5,100
79,2,203001,13,2,203005,13,2,203006,13,2,,,,0,0,5,100
79,3,203001,13,2,203005,13,2,203006,13,2,,,,0,0,5,100
79,4,203001,13,2,203005,13,2,203006,13,2,,,,0,0,5,100
79,5,203001,13,2,203005,13,2,203006,13,2,,,,0,0,5,100
79,6,203001,13,2,203005,13,2,203006,13,2,,,,0,0,5,100
79,7,203001,13,2,203005,13,2,203006,13,2,,,,0,79,5,100
80,1,203006,12,2,204001,12,3,,,,,,,0,0,5,100
80,2,203001,13,2,203005,13,2,203006,13,2,,,,0,0,5,100
80,3,203001,13,2,203005,13,2,203006,13,2,,,,0,0,5,100
80,4,203001,13,2,203005,13,2,203006,13,2,,,,0,0,5,100
80,5,203001,13,2,203005,13,2,203006,13,2,,,,0,0,5,100
80,6,203000,13,2,203001,13,1,203002,13,2,203003,13,1,1,80,5,100
81,1,203000,13,2,203001,13,1,203004,13,2,,,,0,0,5,100
81,2,204000,14,2,204010,14,3,,,,,,,0,0,5,100
81,3,203000,14,2,203001,14,1,203004,14,2,,,,0,0,5,100
81,4,204000,14,2,204010,14,3,,,,,,,0,0,5,100
81,5,204000,14,2,204010,14,3,,,,,,,0,81,5,100
82,1,203002,13,1,203003,13,1,203005,13,2,,,,0,0,5,100
82,2,204001,14,2,204011,14,3,,,,,,,0,0,5,100
82,3,203002,14,1,203003,14,1,203005,14,2,,,,0,0,5,100
82,4,203002,14,1,203003,14,1,203005,14,2,,,,0,0,5,100
82,5,204001,14,2,204011,14,3,,,,,,,0,0,5,100
82,6,204001,14,2,204011,14,3,,,,,,,0,82,5,100
83,1,203003,13,1,203004,13,1,203006,13,2,,,,0,0,5,100
83,2,204000,14,3,204020,14,2,,,,,,,0,0,5,100
83,3,204000,14,3,204020,14,2,,,,,,,0,0,5,100
83,4,203003,14,1,203004,14,1,203006,14,2,,,,0,0,5,100
83,5,204000,14,3,204020,14,2,,,,,,,0,0,5,100
83,6,204000,14,3,204020,14,2,,,,,,,0,83,5,100
84,1,203000,14,2,203001,14,1,203002,14,1,203003,14,1,0,0,5,100
84,2,204001,15,3,204021,15,2,,,,,,,0,0,5,100
84,3,204001,15,3,204021,15,2,,,,,,,0,0,5,100
84,4,203000,15,2,203001,15,1,203002,15,1,203003,15,1,0,0,5,100
84,5,204001,15,3,204021,15,2,,,,,,,0,0,5,100
84,6,204001,15,3,204021,15,2,,,,,,,0,0,5,100
84,7,204001,15,3,204021,15,2,,,,,,,0,84,5,100
85,1,203003,14,3,,,,,,,,,,0,0,5,100
85,2,204000,15,3,204010,15,3,,,,,,,0,0,5,100
85,3,203003,15,3,,,,,,,,,,0,0,5,100
85,4,204000,15,3,204010,15,3,,,,,,,0,0,5,100
85,5,203003,15,3,,,,,,,,,,0,0,5,100
85,6,203004,15,2,203005,15,3,203006,15,1,,,,0,85,5,100
86,1,203001,14,4,203004,14,1,,,,,,,0,0,5,100
86,2,204001,15,3,204011,15,3,,,,,,,0,0,5,100
86,3,204001,15,3,204011,15,3,,,,,,,0,0,5,100
86,4,203001,15,4,203004,15,1,,,,,,,0,0,5,100
86,5,204001,15,3,204011,15,3,,,,,,,0,86,5,100
87,1,203005,15,3,203006,15,1,,,,,,,0,0,5,100
87,2,204000,16,3,204020,16,3,,,,,,,0,0,5,100
87,3,204000,16,3,204020,16,3,,,,,,,0,0,5,100
87,4,203005,16,3,203006,16,1,,,,,,,0,0,5,100
87,5,203005,16,3,203006,16,1,,,,,,,0,0,5,100
87,6,204000,16,3,204020,16,3,,,,,,,0,87,5,100
88,1,203003,15,2,203005,15,3,,,,,,,0,0,5,100
88,2,204001,16,3,204021,16,3,,,,,,,0,0,5,100
88,3,204001,16,3,204021,16,3,,,,,,,0,0,5,100
88,4,203003,16,2,203005,16,3,,,,,,,0,0,5,100
88,5,203003,16,2,203005,16,3,,,,,,,0,0,5,100
88,6,204001,16,3,204021,16,3,,,,,,,0,88,5,100
89,1,203003,15,2,203004,15,1,203005,15,2,,,,0,0,5,100
89,2,204000,16,3,204020,16,3,,,,,,,0,0,5,100
89,3,204000,16,3,204020,16,3,,,,,,,0,0,5,100
89,4,204000,16,3,204020,16,3,,,,,,,0,0,5,100
89,5,204000,16,3,204020,16,3,,,,,,,0,0,5,100
89,6,204000,16,3,204020,16,3,,,,,,,0,0,5,100
89,7,204000,16,3,204020,16,3,,,,,,,0,89,5,100
90,1,203001,16,2,203005,16,2,203006,16,2,,,,0,0,5,100
90,2,204001,17,3,204021,17,3,,,,,,,0,0,5,100
90,3,203001,17,2,203005,17,2,203006,17,2,,,,0,0,5,100
90,4,204001,17,3,204021,17,3,,,,,,,0,0,5,100
90,5,204001,17,3,204021,17,3,,,,,,,0,0,5,100
90,6,203000,17,2,203001,17,1,203002,17,2,203003,17,1,1,90,5,100
91,1,203000,16,2,203001,16,1,203004,16,2,,,,0,0,5,100
91,2,203002,17,1,203003,17,1,203005,17,2,,,,0,0,5,100
91,3,203000,17,2,203001,17,1,203004,17,2,,,,0,0,5,100
91,4,203002,17,1,203003,17,1,203005,17,2,,,,0,0,5,100
91,5,203002,17,1,203003,17,1,203005,17,2,,,,0,91,5,100
92,1,203002,16,1,203003,16,1,203005,16,2,,,,0,0,5,100
92,2,203003,17,1,203004,17,1,203006,17,2,,,,0,0,5,100
92,3,203003,17,1,203004,17,1,203006,17,2,,,,0,0,5,100
92,4,203003,17,1,203004,17,1,203006,17,2,,,,0,0,5,100
92,5,203003,17,1,203004,17,1,203006,17,2,,,,0,0,5,100
92,6,203003,17,1,203004,17,1,203006,17,2,,,,0,92,5,100
93,1,203003,17,1,203004,17,1,203006,17,2,,,,0,0,5,100
93,2,203000,18,2,203001,18,1,203002,18,1,203003,18,1,0,0,5,100
93,3,203003,18,1,203004,18,1,203006,18,2,,,,0,0,5,100
93,4,203000,18,2,203001,18,1,203002,18,1,203003,18,1,0,0,5,100
93,5,203000,18,2,203001,18,1,203002,18,1,203003,18,1,0,0,5,100
93,6,203000,18,2,203001,18,1,203002,18,1,203003,18,1,0,0,5,100
93,7,203000,18,2,203001,18,1,203002,18,1,203003,18,1,0,93,5,100
94,1,203000,17,2,203001,17,1,203002,17,1,203003,17,1,0,0,5,100
94,2,203003,18,3,,,,,,,,,,0,0,5,100
94,3,203003,18,3,,,,,,,,,,0,0,5,100
94,4,203000,18,2,203001,18,1,203002,18,1,203003,18,1,0,0,5,100
94,5,203003,18,3,,,,,,,,,,0,0,5,100
94,6,203003,18,3,,,,,,,,,,0,94,5,100
95,1,203003,17,3,,,,,,,,,,0,0,5,100
95,2,203001,18,4,203004,18,1,,,,,,,0,0,5,100
95,3,203003,18,3,,,,,,,,,,0,0,5,100
95,4,203001,18,4,203004,18,1,,,,,,,0,0,5,100
95,5,203001,18,4,203004,18,1,,,,,,,0,0,5,100
95,6,203004,18,2,203005,18,3,203006,18,1,,,,0,95,5,100
96,1,203001,18,4,203004,18,1,,,,,,,0,0,5,100
96,2,203005,19,3,203006,19,1,,,,,,,0,0,5,100
96,3,203001,19,4,203004,19,1,,,,,,,0,0,5,100
96,4,203005,19,3,203006,19,1,,,,,,,0,0,5,100
96,5,203005,19,3,203006,19,1,,,,,,,0,96,5,100
97,1,203005,18,3,203006,18,1,,,,,,,0,0,5,100
97,2,203003,19,2,203005,19,3,,,,,,,0,0,5,100
97,3,203003,19,2,203005,19,3,,,,,,,0,0,5,100
97,4,203003,19,2,203005,19,3,,,,,,,0,0,5,100
97,5,203005,19,3,203006,19,1,,,,,,,0,0,5,100
97,6,203003,19,2,203005,19,3,,,,,,,0,97,5,100
98,1,203003,18,2,203005,18,3,,,,,,,0,0,5,100
98,2,203003,19,2,203004,19,1,203005,19,2,,,,0,0,5,100
98,3,203003,19,2,203005,19,3,,,,,,,0,0,5,100
98,4,203003,19,2,203005,19,3,,,,,,,0,0,5,100
98,5,203003,19,2,203004,19,1,203005,19,2,,,,0,0,5,100
98,6,203003,19,2,203004,19,1,203005,19,2,,,,0,98,5,100
99,1,203003,19,2,203004,19,1,203005,19,2,,,,0,0,5,100
99,2,203001,20,2,203005,20,2,203006,20,2,,,,0,0,5,100
99,3,203003,20,2,203004,20,1,203005,20,2,,,,0,0,5,100
99,4,203003,20,2,203004,20,1,203005,20,2,,,,0,0,5,100
99,5,203001,20,2,203005,20,2,203006,20,2,,,,0,0,5,100
99,6,203001,20,2,203005,20,2,203006,20,2,,,,0,0,5,100
99,7,203001,20,2,203005,20,2,203006,20,2,,,,0,99,5,100
100,1,203003,19,2,203004,19,1,203005,19,2,,,,0,0,5,100
100,2,204001,20,3,204011,20,3,,,,,,,0,0,5,100
100,3,203003,20,2,203004,20,1,203005,20,2,,,,0,0,5,100
100,4,204001,20,3,204011,20,3,,,,,,,0,0,5,100
100,5,204001,20,3,204011,20,3,,,,,,,0,0,5,100
100,6,203002,20,2,203005,20,1,203006,20,1,203007,20,1,1,100,5,100
101,1,204013,6,3,,,,,,,,,,0,0,5,100
101,2,204013,7,4,,,,,,,,,,0,0,5,100
101,3,204013,7,4,,,,,,,,,,0,0,5,100
101,4,204013,7,4,,,,,,,,,,0,0,5,100
101,5,204013,7,4,,,,,,,,,,0,101,5,100
102,1,204013,6,3,,,,,,,,,,0,0,5,100
102,2,205000,7,4,,,,,,,,,,0,0,5,100
102,3,205000,7,4,,,,,,,,,,0,0,5,100
102,4,205000,7,4,,,,,,,,,,0,0,5,100
102,5,205000,7,4,,,,,,,,,,0,0,5,100
102,6,205000,7,4,,,,,,,,,,0,102,5,100
103,1,204013,7,4,,,,,,,,,,0,0,5,100
103,2,205000,8,4,,,,,,,,,,0,0,5,100
103,3,205000,8,4,,,,,,,,,,0,0,5,100
103,4,204013,8,4,,,,,,,,,,0,0,5,100
103,5,205000,8,4,,,,,,,,,,0,0,5,100
103,6,205000,8,4,,,,,,,,,,0,103,5,100
104,1,204013,7,4,,,,,,,,,,0,0,5,100
104,2,205000,8,4,,,,,,,,,,0,0,5,100
104,3,205000,8,4,,,,,,,,,,0,0,5,100
104,4,204013,8,4,,,,,,,,,,0,0,5,100
104,5,204013,8,4,,,,,,,,,,0,0,5,100
104,6,205000,8,4,,,,,,,,,,0,0,5,100
104,7,205000,8,4,,,,,,,,,,0,104,5,100
105,1,204003,8,3,,,,,,,,,,0,0,5,100
105,2,205000,9,4,,,,,,,,,,0,0,5,100
105,3,205000,9,4,,,,,,,,,,0,0,5,100
105,4,204003,9,3,,,,,,,,,,0,0,5,100
105,5,205000,9,4,,,,,,,,,,0,0,5,100
105,6,205000,9,4,205003,9,2,,,,,,,0,105,5,100
106,1,204003,8,3,,,,,,,,,,0,0,5,100
106,2,205000,9,5,,,,,,,,,,0,0,5,100
106,3,205000,9,5,,,,,,,,,,0,0,5,100
106,4,205000,9,5,,,,,,,,,,0,0,5,100
106,5,205000,9,5,,,,,,,,,,0,106,5,100
107,1,204003,9,4,,,,,,,,,,0,0,5,100
107,2,205000,10,5,,,,,,,,,,0,0,5,100
107,3,205000,10,5,,,,,,,,,,0,0,5,100
107,4,204003,10,4,,,,,,,,,,0,0,5,100
107,5,204003,10,4,,,,,,,,,,0,0,5,100
107,6,205000,10,5,,,,,,,,,,0,107,5,100
108,1,204003,9,4,,,,,,,,,,0,0,5,100
108,2,205000,10,5,,,,,,,,,,0,0,5,100
108,3,204003,10,4,,,,,,,,,,0,0,5,100
108,4,204003,10,4,,,,,,,,,,0,0,5,100
108,5,204003,10,4,,,,,,,,,,0,0,5,100
108,6,205000,10,5,,,,,,,,,,0,108,5,100
109,1,204023,10,3,,,,,,,,,,0,0,5,100
109,2,205000,11,5,,,,,,,,,,0,0,5,100
109,3,204023,11,3,,,,,,,,,,0,0,5,100
109,4,205000,11,5,,,,,,,,,,0,0,5,100
109,5,205000,11,5,,,,,,,,,,0,0,5,100
109,6,204023,11,3,,,,,,,,,,0,0,5,100
109,7,205000,11,5,,,,,,,,,,0,109,5,100
110,1,204023,10,3,,,,,,,,,,0,0,5,100
110,2,205000,11,4,205003,11,1,,,,,,,0,0,5,100
110,3,204023,11,3,,,,,,,,,,0,0,5,100
110,4,205000,11,4,205003,11,1,,,,,,,0,0,5,100
110,5,205000,11,4,205003,11,1,,,,,,,0,0,5,100
110,6,205000,11,5,205003,11,1,,,,,,,1,110,5,100
111,1,205000,11,4,,,,,,,,,,0,0,5,100
111,2,205000,12,3,205003,12,2,,,,,,,0,0,5,100
111,3,205000,12,4,,,,,,,,,,0,0,5,100
111,4,205000,12,4,,,,,,,,,,0,0,5,100
111,5,205000,12,3,205003,12,2,,,,,,,0,111,5,100
112,1,205000,11,4,,,,,,,,,,0,0,5,100
112,2,205000,12,3,205003,12,2,,,,,,,0,0,5,100
112,3,205000,12,3,205003,12,2,,,,,,,0,0,5,100
112,4,205000,12,4,,,,,,,,,,0,0,5,100
112,5,205000,12,4,,,,,,,,,,0,0,5,100
112,6,205000,12,3,205003,12,2,,,,,,,0,112,5,100
113,1,205000,12,5,,,,,,,,,,0,0,5,100
113,2,205000,13,1,205003,13,3,,,,,,,0,0,5,100
113,3,205000,13,5,,,,,,,,,,0,0,5,100
113,4,205000,13,1,205003,13,3,,,,,,,0,0,5,100
113,5,205000,13,1,205003,13,3,,,,,,,0,0,5,100
113,6,205000,13,1,205003,13,3,,,,,,,0,113,5,100
114,1,205000,12,5,,,,,,,,,,0,0,5,100
114,2,205000,13,1,205003,13,3,,,,,,,0,0,5,100
114,3,205000,13,1,205003,13,3,,,,,,,0,0,5,100
114,4,205000,13,5,,,,,,,,,,0,0,5,100
114,5,205000,13,1,205003,13,3,,,,,,,0,0,5,100
114,6,205000,13,1,205003,13,3,,,,,,,0,0,5,100
114,7,205000,13,1,205003,13,3,,,,,,,0,114,5,100
115,1,205000,13,4,205003,13,1,,,,,,,0,0,5,100
115,2,205003,14,4,,,,,,,,,,0,0,5,100
115,3,205003,14,4,,,,,,,,,,0,0,5,100
115,4,205003,14,4,,,,,,,,,,0,0,5,100
115,5,205003,14,4,,,,,,,,,,0,0,5,100
115,6,205003,14,6,,,,,,,,,,0,115,5,100
116,1,204013,13,2,205000,13,3,,,,,,,0,0,5,100
116,2,205003,14,4,,,,,,,,,,0,0,5,100
116,3,205003,14,4,,,,,,,,,,0,0,5,100
116,4,205003,14,4,,,,,,,,,,0,0,5,100
116,5,205003,14,4,,,,,,,,,,0,116,5,100
117,1,205003,14,3,,,,,,,,,,0,0,5,100
117,2,205000,15,4,205003,15,1,,,,,,,0,0,5,100
117,3,205000,15,4,205003,15,1,,,,,,,0,0,5,100
117,4,205000,15,4,205003,15,1,,,,,,,0,0,5,100
117,5,205003,15,3,,,,,,,,,,0,0,5,100
117,6,205000,15,4,205003,15,1,,,,,,,0,117,5,100
118,1,204003,14,3,205003,14,2,,,,,,,0,0,5,100
118,2,205000,15,4,205003,15,1,,,,,,,0,0,5,100
118,3,205000,15,4,205003,15,1,,,,,,,0,0,5,100
118,4,204003,15,3,205003,15,2,,,,,,,0,0,5,100
118,5,204003,15,3,205003,15,2,,,,,,,0,0,5,100
118,6,205000,15,4,205003,15,1,,,,,,,0,118,5,100
119,1,204003,15,3,205003,15,2,,,,,,,0,0,5,100
119,2,205003,16,3,,,,,,,,,,0,0,5,100
119,3,204003,16,3,205003,16,2,,,,,,,0,0,5,100
119,4,204003,16,3,205003,16,2,,,,,,,0,0,5,100
119,5,205003,16,3,,,,,,,,,,0,0,5,100
119,6,205003,16,3,,,,,,,,,,0,0,5,100
119,7,205003,16,3,,,,,,,,,,0,119,5,100
120,1,204003,15,3,205003,15,2,,,,,,,0,0,5,100
120,2,205003,16,3,,,,,,,,,,0,0,5,100
120,3,205003,16,3,,,,,,,,,,0,0,5,100
120,4,205003,16,3,,,,,,,,,,0,0,5,100
120,5,205003,16,3,,,,,,,,,,0,0,5,100
120,6,205000,16,5,205003,16,1,,,,,,,1,120,5,100
121,1,205000,16,4,,,,,,,,,,0,0,5,100
121,2,205000,17,4,205003,17,1,,,,,,,0,0,5,100
121,3,205000,17,4,205003,17,1,,,,,,,0,0,5,100
121,4,205000,17,4,205003,17,1,,,,,,,0,0,5,100
121,5,205000,17,4,205003,17,1,,,,,,,0,121,5,100
122,1,205000,16,4,,,,,,,,,,0,0,5,100
122,2,205000,17,4,205003,17,1,,,,,,,0,0,5,100
122,3,205000,17,4,205003,17,1,,,,,,,0,0,5,100
122,4,205000,17,4,205003,17,1,,,,,,,0,0,5,100
122,5,205000,17,4,205003,17,1,,,,,,,0,0,5,100
122,6,205000,17,4,205003,17,1,,,,,,,0,122,5,100
123,1,205000,17,5,,,,,,,,,,0,0,5,100
123,2,205003,18,4,,,,,,,,,,0,0,5,100
123,3,205003,18,4,,,,,,,,,,0,0,5,100
123,4,205003,18,4,,,,,,,,,,0,0,5,100
123,5,205003,18,4,,,,,,,,,,0,0,5,100
123,6,205003,18,4,,,,,,,,,,0,123,5,100
124,1,205000,17,5,,,,,,,,,,0,0,5,100
124,2,205003,18,4,,,,,,,,,,0,0,5,100
124,3,205003,18,4,,,,,,,,,,0,0,5,100
124,4,205003,18,4,,,,,,,,,,0,0,5,100
124,5,205003,18,4,,,,,,,,,,0,0,5,100
124,6,205000,18,5,,,,,,,,,,0,0,5,100
124,7,205003,18,4,,,,,,,,,,0,124,5,100
125,1,205000,18,4,205003,18,1,,,,,,,0,0,5,100
125,2,205003,19,5,,,,,,,,,,0,0,5,100
125,3,205003,19,5,,,,,,,,,,0,0,5,100
125,4,205003,19,5,,,,,,,,,,0,0,5,100
125,5,205003,19,5,,,,,,,,,,0,0,5,100
125,6,205000,19,4,205003,19,2,,,,,,,0,125,5,100
126,1,204013,18,2,205000,18,3,,,,,,,0,0,5,100
126,2,205003,19,5,,,,,,,,,,0,0,5,100
126,3,205003,19,5,,,,,,,,,,0,0,5,100
126,4,205003,19,5,,,,,,,,,,0,0,5,100
126,5,205003,19,5,,,,,,,,,,0,126,5,100
127,1,205003,19,3,,,,,,,,,,0,0,5,100
127,2,205003,20,5,,,,,,,,,,0,0,5,100
127,3,205003,20,5,,,,,,,,,,0,0,5,100
127,4,205003,20,5,,,,,,,,,,0,0,5,100
127,5,205003,20,5,,,,,,,,,,0,0,5,100
127,6,205003,20,5,,,,,,,,,,0,127,5,100
128,1,204003,19,3,205003,19,2,,,,,,,0,0,5,100
128,2,205003,20,5,,,,,,,,,,0,0,5,100
128,3,205003,20,5,,,,,,,,,,0,0,5,100
128,4,205003,20,5,,,,,,,,,,0,0,5,100
128,5,205003,20,5,,,,,,,,,,0,0,5,100
128,6,205003,20,5,,,,,,,,,,0,128,5,100
129,1,204003,20,3,205003,20,2,,,,,,,0,0,5,100
129,2,205000,21,2,205003,21,4,,,,,,,0,0,5,100
129,3,205000,21,2,205003,21,4,,,,,,,0,0,5,100
129,4,205000,21,2,205003,21,4,,,,,,,0,0,5,100
129,5,205000,21,2,205003,21,4,,,,,,,0,0,5,100
129,6,205000,21,2,205003,21,4,,,,,,,0,0,5,100
129,7,205000,21,2,205003,21,4,,,,,,,0,129,5,100
130,1,204003,20,3,205003,20,2,,,,,,,0,0,5,100
130,2,205000,21,2,205003,21,4,,,,,,,0,0,5,100
130,3,205000,21,2,205003,21,4,,,,,,,0,0,5,100
130,4,205000,21,2,205003,21,4,,,,,,,0,0,5,100
130,5,205000,21,2,205003,21,4,,,,,,,0,0,5,100
130,6,205000,21,5,205003,21,1,,,,,,,1,130,5,100
131,1,205000,21,3,205003,21,2,,,,,,,0,0,5,100
131,2,204000,22,2,204010,22,3,,,,,,,0,0,5,100
131,3,205000,22,3,205003,22,2,,,,,,,0,0,5,100
131,4,204000,22,2,204010,22,3,,,,,,,0,0,5,100
131,5,204000,22,2,204010,22,3,,,,,,,0,131,5,100
132,1,205000,21,1,205003,21,3,,,,,,,0,0,5,100
132,2,204003,22,2,204013,22,3,,,,,,,0,0,5,100
132,3,204003,22,2,204013,22,3,,,,,,,0,0,5,100
132,4,205000,22,1,205003,22,3,,,,,,,0,0,5,100
132,5,204003,22,2,204013,22,3,,,,,,,0,0,5,100
132,6,204003,22,2,204013,22,3,,,,,,,0,132,5,100
133,1,205003,22,4,,,,,,,,,,0,0,5,100
133,2,204000,23,3,204020,23,2,,,,,,,0,0,5,100
133,3,205003,23,4,,,,,,,,,,0,0,5,100
133,4,205003,23,4,,,,,,,,,,0,0,5,100
133,5,204000,23,3,204020,23,2,,,,,,,0,0,5,100
133,6,204000,23,3,204020,23,2,,,,,,,0,133,5,100
134,1,205000,22,4,205003,22,1,,,,,,,0,0,5,100
134,2,204003,23,3,204023,23,2,,,,,,,0,0,5,100
134,3,204003,23,3,204023,23,2,,,,,,,0,0,5,100
134,4,204003,23,3,204023,23,2,,,,,,,0,0,5,100
134,5,204003,23,3,204023,23,2,,,,,,,0,0,5,100
134,6,204003,23,3,204023,23,2,,,,,,,0,0,5,100
134,7,204003,23,3,204023,23,2,,,,,,,0,134,5,100
135,1,205003,23,3,,,,,,,,,,0,0,5,100
135,2,204000,24,3,204010,24,3,,,,,,,0,0,5,100
135,3,205003,24,3,,,,,,,,,,0,0,5,100
135,4,205003,24,3,,,,,,,,,,0,0,5,100
135,5,204000,24,3,204010,24,3,,,,,,,0,0,5,100
135,6,205003,24,6,,,,,,,,,,0,135,5,100
136,1,205000,23,4,205003,23,1,,,,,,,0,0,5,100
136,2,204003,24,3,204013,24,3,,,,,,,0,0,5,100
136,3,204003,24,3,204013,24,3,,,,,,,0,0,5,100
136,4,204003,24,3,204013,24,3,,,,,,,0,0,5,100
136,5,204003,24,3,204013,24,3,,,,,,,0,136,5,100
137,1,205003,24,4,,,,,,,,,,0,0,5,100
137,2,204000,25,3,204020,25,3,,,,,,,0,0,5,100
137,3,204000,25,3,204020,25,3,,,,,,,0,0,5,100
137,4,204000,25,3,204020,25,3,,,,,,,0,0,5,100
137,5,205003,25,4,,,,,,,,,,0,0,5,100
137,6,204000,25,3,204020,25,3,,,,,,,0,137,5,100
138,1,205003,24,5,,,,,,,,,,0,0,5,100
138,2,204003,25,3,204023,25,3,,,,,,,0,0,5,100
138,3,205003,25,5,,,,,,,,,,0,0,5,100
138,4,205003,25,5,,,,,,,,,,0,0,5,100
138,5,204003,25,3,204023,25,3,,,,,,,0,0,5,100
138,6,204003,25,3,204023,25,3,,,,,,,0,138,5,100
139,1,205003,25,5,,,,,,,,,,0,0,5,100
139,2,204000,26,3,204020,26,3,,,,,,,0,0,5,100
139,3,204000,26,3,204020,26,3,,,,,,,0,0,5,100
139,4,204000,26,3,204020,26,3,,,,,,,0,0,5,100
139,5,204000,26,3,204020,26,3,,,,,,,0,0,5,100
139,6,204000,26,3,204020,26,3,,,,,,,0,0,5,100
139,7,204000,26,3,204020,26,3,,,,,,,0,139,5,100
140,1,205000,25,2,205003,25,4,,,,,,,0,0,5,100
140,2,204003,26,3,204023,26,3,,,,,,,0,0,5,100
140,3,204003,26,3,204023,26,3,,,,,,,0,0,5,100
140,4,204003,26,3,204023,26,3,,,,,,,0,0,5,100
140,5,204003,26,3,204023,26,3,,,,,,,0,0,5,100
140,6,205000,26,5,205003,26,1,,,,,,,1,140,5,100
141,1,205000,26,3,205003,26,2,,,,,,,0,0,5,100
141,2,205000,27,1,205003,27,3,,,,,,,0,0,5,100
141,3,205000,27,1,205003,27,3,,,,,,,0,0,5,100
141,4,205000,27,1,205003,27,3,,,,,,,0,0,5,100
141,5,205000,27,1,205003,27,3,,,,,,,0,141,5,100
142,1,205000,26,1,205003,26,3,,,,,,,0,0,5,100
142,2,205003,27,4,,,,,,,,,,0,0,5,100
142,3,205003,27,4,,,,,,,,,,0,0,5,100
142,4,205003,27,4,,,,,,,,,,0,0,5,100
142,5,205003,27,4,,,,,,,,,,0,0,5,100
142,6,205003,27,4,,,,,,,,,,0,142,5,100
143,1,205003,27,4,,,,,,,,,,0,0,5,100
143,2,205000,28,4,205003,28,1,,,,,,,0,0,5,100
143,3,205000,28,4,205003,28,1,,,,,,,0,0,5,100
143,4,205003,28,4,,,,,,,,,,0,0,5,100
143,5,205000,28,4,205003,28,1,,,,,,,0,0,5,100
143,6,205003,28,4,,,,,,,,,,0,0,5,100
143,7,205000,28,4,205003,28,1,,,,,,,0,143,5,100
144,1,205000,27,4,205003,27,1,,,,,,,0,0,5,100
144,2,205003,28,3,,,,,,,,,,0,0,5,100
144,3,205000,28,4,205003,28,1,,,,,,,0,0,5,100
144,4,205003,28,3,,,,,,,,,,0,0,5,100
144,5,205003,28,3,,,,,,,,,,0,0,5,100
144,6,205003,28,3,,,,,,,,,,0,144,5,100
145,1,205003,28,3,,,,,,,,,,0,0,5,100
145,2,205000,29,4,205003,29,1,,,,,,,0,0,5,100
145,3,205000,29,4,205003,29,1,,,,,,,0,0,5,100
145,4,205000,29,4,205003,29,1,,,,,,,0,0,5,100
145,5,205000,29,4,205003,29,1,,,,,,,0,0,5,100
145,6,205003,29,6,,,,,,,,,,0,145,5,100
146,1,205000,28,4,205003,28,1,,,,,,,0,0,5,100
146,2,205003,29,4,,,,,,,,,,0,0,5,100
