id,wave,monster1_id,monster1_level,monster1_count,monster2_id,monster2_level,monster2_count,monster3_id,monster3_level,monster3_count,monster4_id,monster4_level,monster4_count,is_boss,reward,exp
93,4,202000,19,1,202002,19,3,,,,,,,0,0,0
93,5,202004,19,1,202005,19,1,,,,,,,0,93,794
94,1,202000,19,2,,,,,,,,,,0,0,0
94,2,202004,19,1,204001,19,3,,,,,,,0,0,0
94,3,204000,19,2,204001,19,2,,,,,,,0,0,0
94,4,202000,19,2,202001,19,1,202002,19,1,202003,19,1,0,94,802
95,1,202000,19,2,,,,,,,,,,0,0,0
95,2,202000,19,2,202001,19,1,,,,,,,0,0,0
95,3,204000,19,2,204001,19,2,,,,,,,0,0,0
95,4,202000,19,1,202002,19,3,,,,,,,0,0,0
95,5,202000,19,2,202001,19,1,,,,,,,1,95,810
96,1,204000,20,2,204001,20,2,,,,,,,0,0,0
96,2,202000,20,2,202001,20,1,,,,,,,0,0,0
96,3,202001,20,2,,,,,,,,,,0,0,0
96,4,202000,20,1,202001,20,1,202002,20,1,,,,0,0,0
96,5,202000,20,2,202001,20,1,202003,20,1,,,,0,0,0
96,6,204000,20,2,204001,20,2,,,,,,,0,0,0
96,7,202004,20,1,204001,20,3,,,,,,,0,96,818
97,1,202004,20,1,204001,20,3,,,,,,,0,0,0
97,2,202004,20,1,204001,20,3,,,,,,,0,0,0
97,3,202006,20,1,204001,20,3,,,,,,,0,0,0
97,4,202005,20,1,204001,20,3,,,,,,,0,0,0
97,5,202004,20,1,204001,20,3,,,,,,,0,97,826
98,1,202000,20,2,202001,20,1,202002,20,1,202003,20,1,0,0,0
98,2,202005,20,1,204001,20,3,,,,,,,0,0,0
98,3,204000,20,2,204001,20,2,,,,,,,0,0,0
98,4,202000,20,1,202002,20,3,,,,,,,0,0,0
98,5,202000,20,2,202001,20,1,202002,20,1,202003,20,1,0,98,834
99,1,204000,20,2,204001,20,2,,,,,,,0,0,0
99,2,202000,20,2,202001,20,1,202002,20,1,202003,20,1,0,0,0
99,3,202000,20,2,202001,20,1,202002,20,1,202003,20,1,0,0,0
99,4,202004,20,1,202005,20,1,,,,,,,0,0,0
99,5,202006,20,1,204001,20,3,,,,,,,0,99,842
100,1,202003,20,1,202004,20,1,202006,20,1,,,,0,0,0
100,2,202000,20,2,202001,20,1,,,,,,,0,0,0
100,3,204000,20,2,204001,20,2,,,,,,,0,0,0
100,4,202002,20,2,202006,20,1,202007,20,1,,,,1,100,850
101,1,204010,21,2,,,,,,,,,,0,0,0
101,2,204010,21,3,,,,,,,,,,0,0,0
101,3,204000,21,1,204010,21,2,,,,,,,0,0,0
101,4,204000,21,3,,,,,,,,,,0,101,858
102,1,204000,21,1,204010,21,2,,,,,,,0,0,0
102,2,201000,21,2,,,,,,,,,,0,0,0
102,3,201000,21,3,,,,,,,,,,0,0,0
102,4,204000,21,2,,,,,,,,,,0,102,866
103,1,204000,21,1,204010,21,2,,,,,,,0,0,0
103,2,204011,21,2,,,,,,,,,,0,0,0
103,3,201000,21,1,201002,21,2,,,,,,,0,0,0
103,4,204000,21,2,,,,,,,,,,0,0,0
103,5,201000,21,1,201002,21,2,,,,,,,0,103,874
104,1,201000,21,3,,,,,,,,,,0,0,0
104,2,204000,21,1,204010,21,2,,,,,,,0,0,0
104,3,204000,21,3,,,,,,,,,,0,0,0
104,4,201001,21,1,201004,21,2,,,,,,,0,0,0
104,5,201002,21,1,201004,21,2,,,,,,,0,104,882
105,1,201001,21,1,201004,21,2,,,,,,,0,0,0
105,2,204000,21,1,204010,21,2,,,,,,,0,0,0
105,3,201000,21,3,,,,,,,,,,0,0,0
105,4,201000,21,1,201002,21,2,,,,,,,0,0,0
105,5,201002,21,2,201003,21,1,,,,,,,1,105,890
106,1,204011,22,2,,,,,,,,,,0,0,0
106,2,204001,22,2,,,,,,,,,,0,0,0
106,3,204000,22,1,204010,22,2,,,,,,,0,0,0
106,4,204000,22,3,,,,,,,,,,0,0,0
106,5,201000,22,2,201002,22,2,,,,,,,0,0,0
106,6,204001,22,2,204011,22,2,,,,,,,0,106,898
107,1,201000,22,3,,,,,,,,,,0,0,0
107,2,204000,22,1,204010,22,2,,,,,,,0,0,0
107,3,204000,22,3,,,,,,,,,,0,0,0
107,4,201001,22,2,201002,22,2,,,,,,,0,0,0
107,5,201002,22,2,201004,22,2,,,,,,,0,107,906
108,1,204000,22,3,,,,,,,,,,0,0,0
108,2,201000,22,1,201002,22,2,,,,,,,0,0,0
108,3,204000,22,3,,,,,,,,,,0,0,0
108,4,201000,22,2,201002,22,2,,,,,,,0,0,0
108,5,204001,22,2,204011,22,2,,,,,,,0,0,0
108,6,201001,22,2,201002,22,2,,,,,,,0,108,914
109,1,201001,22,1,201004,22,2,,,,,,,0,0,0
109,2,204000,22,1,204010,22,2,,,,,,,0,0,0
109,3,201000,22,3,,,,,,,,,,0,0,0
109,4,201000,22,1,201002,22,2,,,,,,,0,0,0
109,5,201002,22,2,201003,22,1,,,,,,,0,109,922
110,1,201000,22,2,201002,22,2,,,,,,,0,0,0
110,2,201001,22,2,201002,22,2,,,,,,,0,0,0
110,3,204000,22,2,204001,22,2,,,,,,,0,0,0
110,4,204000,22,1,204010,22,2,,,,,,,0,0,0
110,5,201000,22,1,201002,22,2,,,,,,,0,0,0
110,6,201001,22,1,201002,22,1,201004,22,1,201005,22,1,1,110,930
111,1,204010,23,2,,,,,,,,,,0,0,0
111,2,204010,23,3,,,,,,,,,,0,0,0
111,3,204000,23,1,204010,23,2,,,,,,,0,0,0
111,4,204000,23,3,,,,,,,,,,0,111,938
112,1,204000,23,1,204010,23,2,,,,,,,0,0,0
112,2,201000,23,2,,,,,,,,,,0,0,0
112,3,201000,23,3,,,,,,,,,,0,0,0
112,4,204000,23,2,,,,,,,,,,0,112,946
113,1,204000,23,1,204010,23,2,,,,,,,0,0,0
113,2,204011,23,2,,,,,,,,,,0,0,0
113,3,201000,23,1,201002,23,2,,,,,,,0,0,0
113,4,204000,23,2,,,,,,,,,,0,0,0
113,5,201000,23,1,201002,23,2,,,,,,,0,113,954
114,1,201000,23,3,,,,,,,,,,0,0,0
114,2,204000,23,1,204010,23,2,,,,,,,0,0,0
114,3,204000,23,3,,,,,,,,,,0,0,0
114,4,201001,23,1,201004,23,2,,,,,,,0,0,0
114,5,201002,23,1,201004,23,2,,,,,,,0,114,962
115,1,201001,23,1,201004,23,2,,,,,,,0,0,0
115,2,204000,23,1,204010,23,2,,,,,,,0,0,0
115,3,201000,23,3,,,,,,,,,,0,0,0
115,4,201000,23,1,201002,23,2,,,,,,,0,0,0
115,5,201002,23,2,201003,23,1,,,,,,,1,115,970
116,1,204011,24,2,,,,,,,,,,0,0,0
116,2,204001,24,2,,,,,,,,,,0,0,0
116,3,204000,24,1,204010,24,2,,,,,,,0,0,0
116,4,204000,24,3,,,,,,,,,,0,0,0
116,5,201000,24,2,201002,24,2,,,,,,,0,0,0
116,6,204001,24,2,204011,24,2,,,,,,,0,116,978
117,1,201000,24,3,,,,,,,,,,0,0,0
117,2,204000,24,1,204010,24,2,,,,,,,0,0,0
117,3,204000,24,3,,,,,,,,,,0,0,0
117,4,201001,24,2,201002,24,2,,,,,,,0,0,0
117,5,201002,24,2,201004,24,2,,,,,,,0,117,986
118,1,204000,24,3,,,,,,,,,,0,0,0
118,2,201000,24,1,201002,24,2,,,,,,,0,0,0
118,3,204000,24,3,,,,,,,,,,0,0,0
118,4,201000,24,2,201002,24,2,,,,,,,0,0,0
118,5,204001,24,2,204011,24,2,,,,,,,0,0,0
118,6,201001,24,2,201002,24,2,,,,,,,0,118,994
119,1,201001,24,1,201004,24,2,,,,,,,0,0,0
119,2,204000,24,1,204010,24,2,,,,,,,0,0,0
119,3,201000,24,3,,,,,,,,,,0,0,0
119,4,201000,24,1,201002,24,2,,,,,,,0,0,0
119,5,201002,24,2,201003,24,1,,,,,,,0,119,1002
120,1,201000,24,2,201002,24,2,,,,,,,0,0,0
120,2,201001,24,2,201002,24,2,,,,,,,0,0,0
120,3,204000,24,2,204001,24,2,,,,,,,0,0,0
120,4,204000,24,1,204010,24,2,,,,,,,0,0,0
120,5,201000,24,1,201002,24,2,,,,,,,0,0,0
120,6,201001,24,1,201002,24,1,201004,24,1,201005,24,1,1,120,1010
121,1,204010,25,2,,,,,,,,,,0,0,0
121,2,204010,25,3,,,,,,,,,,0,0,0
121,3,204000,25,1,204010,25,2,,,,,,,0,0,0
121,4,204000,25,3,,,,,,,,,,0,121,1018
122,1,204000,25,1,204010,25,2,,,,,,,0,0,0
122,2,201000,25,2,,,,,,,,,,0,0,0
122,3,201000,25,3,,,,,,,,,,0,0,0
122,4,204000,25,2,,,,,,,,,,0,122,1026
123,1,204000,25,1,204010,25,2,,,,,,,0,0,0
123,2,204011,25,2,,,,,,,,,,0,0,0
123,3,201000,25,1,201002,25,2,,,,,,,0,0,0
123,4,204000,25,2,,,,,,,,,,0,0,0
123,5,201000,25,1,201002,25,2,,,,,,,0,123,1034
124,1,201000,25,3,,,,,,,,,,0,0,0
124,2,204000,25,1,204010,25,2,,,,,,,0,0,0
124,3,204000,25,3,,,,,,,,,,0,0,0
124,4,201001,25,1,201004,25,2,,,,,,,0,0,0
124,5,201002,25,1,201004,25,2,,,,,,,0,124,1042
125,1,201001,25,1,201004,25,2,,,,,,,0,0,0
125,2,204000,25,1,204010,25,2,,,,,,,0,0,0
125,3,201000,25,3,,,,,,,,,,0,0,0
125,4,201000,25,1,201002,25,2,,,,,,,0,0,0
125,5,201002,25,2,201003,25,1,,,,,,,1,125,1050
126,1,204011,26,2,,,,,,,,,,0,0,0
126,2,204001,26,2,,,,,,,,,,0,0,0
126,3,204000,26,1,204010,26,2,,,,,,,0,0,0
126,4,204000,26,3,,,,,,,,,,0,0,0
126,5,201000,26,2,201002,26,2,,,,,,,0,0,0
126,6,204001,26,2,204011,26,2,,,,,,,0,126,1058
127,1,201000,26,3,,,,,,,,,,0,0,0
127,2,204000,26,1,204010,26,2,,,,,,,0,0,0
127,3,204000,26,3,,,,,,,,,,0,0,0
127,4,201001,26,2,201002,26,2,,,,,,,0,0,0
127,5,201002,26,2,201004,26,2,,,,,,,0,127,1066
128,1,204000,26,3,,,,,,,,,,0,0,0
128,2,201000,26,1,201002,26,2,,,,,,,0,0,0
128,3,204000,26,3,,,,,,,,,,0,0,0
128,4,201000,26,2,201002,26,2,,,,,,,0,0,0
128,5,204001,26,2,204011,26,2,,,,,,,0,0,0
128,6,201001,26,2,201002,26,2,,,,,,,0,128,1074
129,1,201001,26,1,201004,26,2,,,,,,,0,0,0
129,2,204000,26,1,204010,26,2,,,,,,,0,0,0
129,3,201000,26,3,,,,,,,,,,0,0,0
129,4,201000,26,1,201002,26,2,,,,,,,0,0,0
129,5,201002,26,2,201003,26,1,,,,,,,0,129,1082
130,1,201000,26,2,201002,26,2,,,,,,,0,0,0
130,2,201001,26,2,201002,26,2,,,,,,,0,0,0
130,3,204000,26,2,204001,26,2,,,,,,,0,0,0
130,4,204000,26,1,204010,26,2,,,,,,,0,0,0
130,5,201000,26,1,201002,26,2,,,,,,,0,0,0
130,6,201001,26,1,201002,26,1,201004,26,1,201005,26,1,1,130,1090
131,1,204010,27,2,,,,,,,,,,0,0,0
131,2,204010,27,3,,,,,,,,,,0,0,0
131,3,204000,27,1,204010,27,2,,,,,,,0,0,0
131,4,204000,27,3,,,,,,,,,,0,131,1098
132,1,204000,27,1,204010,27,2,,,,,,,0,0,0
132,2,201000,27,2,,,,,,,,,,0,0,0
132,3,201000,27,3,,,,,,,,,,0,0,0
132,4,204000,27,2,,,,,,,,,,0,132,1106
133,1,204000,27,1,204010,27,2,,,,,,,0,0,0
133,2,204011,27,2,,,,,,,,,,0,0,0
133,3,201000,27,1,201002,27,2,,,,,,,0,0,0
133,4,204000,27,2,,,,,,,,,,0,0,0
133,5,201000,27,1,201002,27,2,,,,,,,0,133,1114
134,1,201000,27,3,,,,,,,,,,0,0,0
134,2,204000,27,1,204010,27,2,,,,,,,0,0,0
134,3,204000,27,3,,,,,,,,,,0,0,0
134,4,201001,27,1,201004,27,2,,,,,,,0,0,0
134,5,201002,27,1,201004,27,2,,,,,,,0,134,1122
135,1,201001,27,1,201004,27,2,,,,,,,0,0,0
135,2,204000,27,1,204010,27,2,,,,,,,0,0,0
135,3,201000,27,3,,,,,,,,,,0,0,0
135,4,201000,27,1,201002,27,2,,,,,,,0,0,0
135,5,201002,27,2,201003,27,1,,,,,,,1,135,1130
136,1,204011,28,2,,,,,,,,,,0,0,0
136,2,204001,28,2,,,,,,,,,,0,0,0
136,3,204000,28,1,204010,28,2,,,,,,,0,0,0
136,4,204000,28,3,,,,,,,,,,0,0,0
136,5,201000,28,2,201002,28,2,,,,,,,0,0,0
136,6,204001,28,2,204011,28,2,,,,,,,0,136,1138
137,1,201000,28,3,,,,,,,,,,0,0,0
137,2,204000,28,1,204010,28,2,,,,,,,0,0,0
137,3,204000,28,3,,,,,,,,,,0,0,0
137,4,201001,28,2,201002,28,2,,,,,,,0,0,0
137,5,201002,28,2,201004,28,2,,,,,,,0,137,1146
138,1,204000,28,3,,,,,,,,,,0,0,0
138,2,201000,28,1,201002,28,2,,,,,,,0,0,0
138,3,204000,28,3,,,,,,,,,,0,0,0
138,4,201000,28,2,201002,28,2,,,,,,,0,0,0
138,5,204001,28,2,204011,28,2,,,,,,,0,0,0
138,6,201001,28,2,201002,28,2,,,,,,,0,138,1154
139,1,201001,28,1,201004,28,2,,,,,,,0,0,0
139,2,204000,28,1,204010,28,2,,,,,,,0,0,0
139,3,201000,28,3,,,,,,,,,,0,0,0
139,4,201000,28,1,201002,28,2,,,,,,,0,0,0
139,5,201002,28,2,201003,28,1,,,,,,,0,139,1162
140,1,201000,28,2,201002,28,2,,,,,,,0,0,0
140,2,201001,28,2,201002,28,2,,,,,,,0,0,0
140,3,204000,28,2,204001,28,2,,,,,,,0,0,0
140,4,204000,28,1,204010,28,2,,,,,,,0,0,0
140,5,201000,28,1,201002,28,2,,,,,,,0,0,0
140,6,201001,28,1,201002,28,1,201004,28,1,201005,28,1,1,140,1170
141,1,204010,29,2,,,,,,,,,,0,0,0
141,2,204010,29,3,,,,,,,,,,0,0,0
141,3,204000,29,1,204010,29,2,,,,,,,0,0,0
141,4,204000,29,3,,,,,,,,,,0,141,1178
142,1,204000,29,1,204010,29,2,,,,,,,0,0,0
142,2,201000,29,2,,,,,,,,,,0,0,0
142,3,201000,29,3,,,,,,,,,,0,0,0
142,4,204000,29,2,,,,,,,,,,0,142,1186
143,1,204000,29,1,204010,29,2,,,,,,,0,0,0
143,2,204011,29,2,,,,,,,,,,0,0,0
143,3,201000,29,1,201002,29,2,,,,,,,0,0,0
143,4,204000,29,2,,,,,,,,,,0,0,0
143,5,201000,29,1,201002,29,2,,,,,,,0,143,1194
144,1,201000,29,3,,,,,,,,,,0,0,0
144,2,204000,29,1,204010,29,2,,,,,,,0,0,0
144,3,204000,29,3,,,,,,,,,,0,0,0
144,4,201001,29,1,201004,29,2,,,,,,,0,0,0
144,5,201002,29,1,201004,29,2,,,,,,,0,144,1202
145,1,201001,29,1,201004,29,2,,,,,,,0,0,0
145,2,204000,29,1,204010,29,2,,,,,,,0,0,0
145,3,201000,29,3,,,,,,,,,,0,0,0
145,4,201000,29,1,201002,29,2,,,,,,,0,0,0
145,5,201002,29,2,201003,29,1,,,,,,,1,145,1210
146,1,204011,30,2,,,,,,,,,,0,0,0
146,2,204001,30,2,,,,,,,,,,0,0,0
146,3,204000,30,1,204010,30,2,,,,,,,0,0,0
146,4,204000,30,3,,,,,,,,,,0,0,0
146,5,201000,30,2,201002,30,2,,,,,,,0,0,0
146,6,204001,30,2,204011,30,2,,,,,,,0,146,1218
147,1,201000,30,3,,,,,,,,,,0,0,0
147,2,204000,30,1,204010,30,2,,,,,,,0,0,0
147,3,204000,30,3,,,,,,,,,,0,0,0
147,4,201001,30,2,201002,30,2,,,,,,,0,0,0
147,5,201002,30,2,201004,30,2,,,,,,,0,147,1226
148,1,204000,30,3,,,,,,,,,,0,0,0
148,2,201000,30,1,201002,30,2,,,,,,,0,0,0
148,3,204000,30,3,,,,,,,,,,0,0,0
148,4,201000,30,2,201002,30,2,,,,,,,0,0,0
148,5,204001,30,2,204011,30,2,,,,,,,0,0,0
148,6,201001,30,2,201002,30,2,,,,,,,0,148,1234
149,1,201001,30,1,201004,30,2,,,,,,,0,0,0
149,2,204000,30,1,204010,30,2,,,,,,,0,0,0
149,3,201000,30,3,,,,,,,,,,0,0,0
149,4,201000,30,1,201002,30,2,,,,,,,0,0,0
149,5,201002,30,2,201003,30,1,,,,,,,0,149,1242
150,1,201000,30,2,201002,30,2,,,,,,,0,0,0
150,2,201001,30,2,201002,30,2,,,,,,,0,0,0
150,3,204000,30,2,204001,30,2,,,,,,,0,0,0
150,4,204000,30,1,204010,30,2,,,,,,,0,0,0
150,5,201000,30,1,201002,30,2,,,,,,,0,0,0
150,6,201001,30,1,201002,30,1,201004,30,1,201005,30,1,1,150,1250
